Term	Accession	Genes (tot)	Stat (non-dir.) p	p adj (non-dir.)	Significant..in.gene.set.	Non.significant..in.gene.set.	Significant..not.in.gene.set.	Non.significant..not.in.gene.set.	effect.size
GO:0000727	double-strand break repair via break-induced replication	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0000731	DNA synthesis involved in DNA repair	  6	0.439579404322443	1	3	3	1897	2941	1.27473684210526
GO:0000775	chromosome, centromeric region	 51	0.439298426844291	1	21	30	1879	2914	1.04978328173375
GO:0000776	kinetochore	 49	0.463081359996722	1	20	29	1880	2915	1.0406015037594
GO:0000777	condensed chromosome kinetochore	 37	0.496891929829366	1	15	22	1885	2922	1.03357041251778
GO:0000778	condensed nuclear chromosome kinetochore	  6	1	1	0	6	1900	2938	0
GO:0000781	chromosome, telomeric region	 21	0.446954511259723	1	9	12	1891	2932	1.09263157894737
GO:0000784	nuclear chromosome, telomeric region	 28	0.087331779862202	0.790509169841492	15	13	1885	2931	1.36578947368421
GO:0000785	chromatin	 62	0.137141231690638	1	29	33	1871	2911	1.19249575551783
GO:0000786	nucleosome	 16	0.261993676791498	1	8	8	1892	2936	1.27473684210526
GO:0000788	nuclear nucleosome	  7	0.969456475532965	1	1	6	1899	2938	0.364210526315789
GO:0000790	nuclear chromatin	 86	0.605343973830368	1	33	53	1867	2891	0.97828641370869
GO:0000791	euchromatin	  7	0.274791545382173	1	4	3	1896	2941	1.45684210526316
GO:0000792	heterochromatin	 14	0.700618363148246	1	5	9	1895	2935	0.910526315789474
GO:0000793	condensed chromosome	 13	0.0278892980747787	0.645149512594856	9	4	1891	2940	1.76502024291498
GO:0000794	condensed nuclear chromosome	 17	0.525932428638354	1	7	10	1893	2934	1.04978328173375
GO:0000795	synaptonemal complex	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0000796	condensin complex	  6	0.168500294647832	1	4	2	1896	2942	1.69964912280702
GO:0000900	translation repressor activity, mRNA regulatory element binding	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0000902	cell morphogenesis	 33	0.892660786145433	1	10	23	1890	2921	0.772567783094099
GO:0000922	spindle pole	 48	0.649810936018701	1	18	30	1882	2914	0.956052631578947
GO:0000930	gamma-tubulin complex	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0000932	P-body	 24	0.95345069278584	1	6	18	1894	2926	0.637368421052632
GO:0000940	condensed chromosome outer kinetochore	  7	0.83118932937518	1	2	5	1898	2939	0.728421052631579
GO:0000974	Prp19 complex	  9	0.753558081214978	1	3	6	1897	2938	0.849824561403509
GO:0000976	transcription regulatory region sequence-specific DNA binding	 32	0.769879431180324	1	11	21	1889	2923	0.876381578947368
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	 10	0.347440254505663	1	5	5	1895	2939	1.27473684210526
GO:0000987	cis-regulatory region sequence-specific DNA binding	 24	0.995717450485455	1	4	20	1896	2924	0.424912280701754
GO:0000993	RNA polymerase II complex binding	  8	0.885472833727802	1	2	6	1898	2938	0.637368421052632
GO:0001012	RNA polymerase II regulatory region DNA binding	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0001047	core promoter binding	  5	0.649601443719976	1	2	3	1898	2941	1.01978947368421
GO:0001054	RNA polymerase I activity	  6	0.00362418365152984	0.227436014866414	6	0	1894	2944	2.54947368421053
GO:0001056	RNA polymerase III activity	  6	0.439579404322443	1	3	3	1897	2941	1.27473684210526
GO:0001085	RNA polymerase II transcription factor binding	 26	0.862170775967996	1	8	18	1892	2926	0.784453441295547
GO:0001102	RNA polymerase II activating transcription factor binding	 18	0.894632894444347	1	5	13	1895	2931	0.708187134502924
GO:0001103	RNA polymerase II repressing transcription factor binding	 11	0.966300870397195	1	2	9	1898	2935	0.463540669856459
GO:0001221	transcription cofactor binding	  5	1	1	0	5	1900	2939	0
GO:0001223	transcription coactivator binding	 10	0.820137126935884	1	3	7	1897	2937	0.764842105263158
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	 80	0.990043370047436	1	22	58	1878	2886	0.701105263157895
GO:0001501	skeletal system development	 50	0.39442496806612	1	21	29	1879	2915	1.07077894736842
GO:0001502	cartilage condensation	  8	0.387889435544869	1	4	4	1896	2940	1.27473684210526
GO:0001503	ossification	 52	0.597191058488366	1	20	32	1880	2912	0.980566801619433
GO:0001510	RNA methylation	  7	0.0168564242510799	0.492429936432315	6	1	1894	2943	2.18526315789474
GO:0001516	prostaglandin biosynthetic process	  7	0.0887818565970774	0.790509169841492	5	2	1895	2942	1.82105263157895
GO:0001518	voltage-gated sodium channel complex	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0001520	outer dense fiber	  5	0.649601443719976	1	2	3	1898	2941	1.01978947368421
GO:0001523	retinoid metabolic process	  7	0.563170298527647	1	3	4	1897	2940	1.09263157894737
GO:0001525	angiogenesis	 96	0.0116725330313217	0.437719988674566	49	47	1851	2897	1.30129385964912
GO:0001527	microfibril	  7	0.83118932937518	1	2	5	1898	2939	0.728421052631579
GO:0001530	lipopolysaccharide binding	 11	0.445796419414966	1	5	6	1895	2938	1.15885167464115
GO:0001533	cornified envelope	 11	0.966300870397195	1	2	9	1898	2935	0.463540669856459
GO:0001540	amyloid-beta binding	 24	0.786805098890883	1	8	16	1892	2928	0.849824561403509
GO:0001541	ovarian follicle development	 21	0.282571239662319	1	10	11	1890	2933	1.2140350877193
GO:0001556	oocyte maturation	  9	0.497900286521984	1	4	5	1896	2939	1.13309941520468
GO:0001558	regulation of cell growth	 15	0.029138658982514	0.645149512594856	10	5	1890	2939	1.69964912280702
GO:0001568	blood vessel development	 31	0.193055201806107	1	15	16	1885	2928	1.23361629881155
GO:0001569	branching involved in blood vessel morphogenesis	 12	0.539753870792073	1	5	7	1895	2937	1.06228070175439
GO:0001570	vasculogenesis	 29	0.330198486311445	1	13	16	1887	2928	1.14286751361162
GO:0001578	microtubule bundle formation	 11	0.445796419414966	1	5	6	1895	2938	1.15885167464115
GO:0001649	osteoblast differentiation	 32	0.36122225854692	1	14	18	1886	2926	1.11539473684211
GO:0001650	fibrillar center	 45	0.190429738000674	1	21	24	1879	2920	1.18975438596491
GO:0001654	eye development	 12	0.758071145075746	1	4	8	1896	2936	0.849824561403509
GO:0001655	urogenital system development	  7	0.969456475532965	1	1	6	1899	2938	0.364210526315789
GO:0001656	metanephros development	 16	0.127695138712544	1	9	7	1891	2937	1.43407894736842
GO:0001657	ureteric bud development	 28	0.832095975843903	1	9	19	1891	2925	0.819473684210526
GO:0001658	branching involved in ureteric bud morphogenesis	 17	0.334588817691767	1	8	9	1892	2935	1.19975232198142
GO:0001662	behavioral fear response	  8	0.668338816317314	1	3	5	1897	2939	0.956052631578947
GO:0001664	G protein-coupled receptor binding	 22	0.968949184563959	1	5	17	1895	2927	0.579425837320574
GO:0001666	response to hypoxia	 81	0.0623147981158717	0.790509169841492	39	42	1861	2902	1.22752436647174
GO:0001669	acrosomal vesicle	 22	0.20522964316453	1	11	11	1889	2933	1.27473684210526
GO:0001671	ATPase activator activity	  8	0.161693655219476	1	5	3	1895	2941	1.59342105263158
GO:0001673	male germ cell nucleus	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0001676	long-chain fatty acid metabolic process	 10	0.598206974532865	1	4	6	1896	2938	1.01978947368421
GO:0001678	cellular glucose homeostasis	  8	0.981454138647988	1	1	7	1899	2937	0.318684210526316
GO:0001701	in utero embryonic development	100	0.919186593237848	1	33	67	1867	2877	0.841326315789474
GO:0001702	gastrulation with mouth forming second	 14	0.990661969616714	1	2	12	1898	2932	0.364210526315789
GO:0001706	endoderm formation	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0001707	mesoderm formation	 17	0.860530440789414	1	5	12	1895	2932	0.74984520123839
GO:0001708	cell fate specification	  8	0.668338816317314	1	3	5	1897	2939	0.956052631578947
GO:0001725	stress fiber	 32	0.142353648598973	1	16	16	1884	2928	1.27473684210526
GO:0001726	ruffle	 35	0.661164421373573	1	13	22	1887	2922	0.946947368421053
GO:0001731	formation of translation preinitiation complex	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0001732	formation of cytoplasmic translation initiation complex	  9	0.0221782251673199	0.562734580302472	7	2	1893	2942	1.98292397660819
GO:0001736	establishment of planar polarity	  7	0.969456475532965	1	1	6	1899	2938	0.364210526315789
GO:0001741	XY body	  7	0.274791545382173	1	4	3	1896	2941	1.45684210526316
GO:0001750	photoreceptor outer segment	 14	0.863591930787843	1	4	10	1896	2934	0.728421052631579
GO:0001755	neural crest cell migration	 14	0.490057624310308	1	6	8	1894	2936	1.09263157894737
GO:0001756	somitogenesis	 21	0.779351019984895	1	7	14	1893	2930	0.849824561403509
GO:0001758	retinal dehydrogenase activity	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0001764	neuron migration	 41	0.795359046009978	1	14	27	1886	2917	0.870551989730424
GO:0001772	immunological synapse	 11	0.445796419414966	1	5	6	1895	2938	1.15885167464115
GO:0001774	microglial cell activation	 11	0.870701529418895	1	3	8	1897	2936	0.695311004784689
GO:0001775	cell activation	  6	0.00362418365152984	0.227436014866414	6	0	1894	2944	2.54947368421053
GO:0001779	natural killer cell differentiation	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0001782	B cell homeostasis	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0001784	phosphotyrosine residue binding	 13	0.817028054319387	1	4	9	1896	2935	0.784453441295547
GO:0001786	phosphatidylserine binding	 20	0.222009403104782	1	10	10	1890	2934	1.27473684210526
GO:0001816	cytokine production	  7	0.563170298527647	1	3	4	1897	2940	1.09263157894737
GO:0001818	negative regulation of cytokine production	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0001819	positive regulation of cytokine production	  7	0.83118932937518	1	2	5	1898	2939	0.728421052631579
GO:0001822	kidney development	 51	0.234528472271917	1	23	28	1877	2916	1.14976264189886
GO:0001824	blastocyst development	 10	0.820137126935884	1	3	7	1897	2937	0.764842105263158
GO:0001825	blastocyst formation	 12	0.144569725741978	1	7	5	1893	2939	1.48719298245614
GO:0001829	trophectodermal cell differentiation	  8	0.668338816317314	1	3	5	1897	2939	0.956052631578947
GO:0001833	inner cell mass cell proliferation	  5	0.0811044634016161	0.790509169841492	4	1	1896	2943	2.03957894736842
GO:0001835	blastocyst hatching	 11	0.00503156201062634	0.286519503382889	9	2	1891	2942	2.08593301435407
GO:0001836	release of cytochrome c from mitochondria	 10	0.820137126935884	1	3	7	1897	2937	0.764842105263158
GO:0001837	epithelial to mesenchymal transition	 14	0.490057624310308	1	6	8	1894	2936	1.09263157894737
GO:0001841	neural tube formation	  8	0.387889435544869	1	4	4	1896	2940	1.27473684210526
GO:0001843	neural tube closure	 30	0.678550613982208	1	11	19	1889	2925	0.93480701754386
GO:0001878	response to yeast	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0001886	endothelial cell morphogenesis	  7	0.563170298527647	1	3	4	1897	2940	1.09263157894737
GO:0001889	liver development	 45	0.282994932561654	1	20	25	1880	2919	1.13309941520468
GO:0001890	placenta development	 20	0.859813452414517	1	6	14	1894	2930	0.764842105263158
GO:0001892	embryonic placenta development	 12	0.908244990866611	1	3	9	1897	2935	0.637368421052632
GO:0001894	tissue homeostasis	 12	0.144569725741978	1	7	5	1893	2939	1.48719298245614
GO:0001913	T cell mediated cytotoxicity	  8	0.387889435544869	1	4	4	1896	2940	1.27473684210526
GO:0001916	positive regulation of T cell mediated cytotoxicity	  7	0.274791545382173	1	4	3	1896	2941	1.45684210526316
GO:0001917	photoreceptor inner segment	  9	0.497900286521984	1	4	5	1896	2939	1.13309941520468
GO:0001921	positive regulation of receptor recycling	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0001932	regulation of protein phosphorylation	 23	0.0697592193206024	0.790509169841492	13	10	1887	2934	1.44100686498856
GO:0001933	negative regulation of protein phosphorylation	 36	0.0340099957801064	0.668750781505298	20	16	1880	2928	1.41637426900585
GO:0001934	positive regulation of protein phosphorylation	 70	0.305067515610769	1	30	40	1870	2904	1.09263157894737
GO:0001935	endothelial cell proliferation	  7	0.0887818565970774	0.790509169841492	5	2	1895	2942	1.82105263157895
GO:0001937	negative regulation of endothelial cell proliferation	 16	0.447143882954465	1	7	9	1893	2935	1.11539473684211
GO:0001938	positive regulation of endothelial cell proliferation	 28	0.832095975843903	1	9	19	1891	2925	0.819473684210526
GO:0001942	hair follicle development	 16	0.127695138712544	1	9	7	1891	2937	1.43407894736842
GO:0001944	vasculature development	 13	0.935610071830779	1	3	10	1897	2934	0.58834008097166
GO:0001945	lymph vessel development	  5	0.649601443719976	1	2	3	1898	2941	1.01978947368421
GO:0001947	heart looping	 18	0.999874592116613	1	1	17	1899	2927	0.141637426900585
GO:0001952	regulation of cell-matrix adhesion	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0001953	negative regulation of cell-matrix adhesion	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0001954	positive regulation of cell-matrix adhesion	  9	0.497900286521984	1	4	5	1896	2939	1.13309941520468
GO:0001958	endochondral ossification	 12	0.539753870792073	1	5	7	1895	2937	1.06228070175439
GO:0001961	positive regulation of cytokine-mediated signaling pathway	  5	0.00925457767269283	0.36958216030559	5	0	1895	2944	2.54947368421053
GO:0001965	G-protein alpha-subunit binding	 15	0.194844407752021	1	8	7	1892	2937	1.35971929824561
GO:0001968	fibronectin binding	 17	0.0809138013204091	0.790509169841492	10	7	1890	2937	1.49969040247678
GO:0001972	retinoic acid binding	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0001974	blood vessel remodeling	 14	0.863591930787843	1	4	10	1896	2934	0.728421052631579
GO:0001975	response to amphetamine	 10	0.347440254505663	1	5	5	1895	2939	1.27473684210526
GO:0002009	morphogenesis of an epithelium	  7	0.563170298527647	1	3	4	1897	2940	1.09263157894737
GO:0002020	protease binding	 40	0.0143185226567386	0.492429936432315	23	17	1877	2927	1.46594736842105
GO:0002024	diet induced thermogenesis	  6	0.949704026081852	1	1	5	1899	2939	0.424912280701754
GO:0002026	regulation of the force of heart contraction	 11	0.966300870397195	1	2	9	1898	2935	0.463540669856459
GO:0002027	regulation of heart rate	 14	0.990661969616714	1	2	12	1898	2932	0.364210526315789
GO:0002028	regulation of sodium ion transport	  9	0.753558081214978	1	3	6	1897	2938	0.849824561403509
GO:0002031	G protein-coupled receptor internalization	  6	0.168500294647832	1	4	2	1896	2942	1.69964912280702
GO:0002039	p53 binding	 19	0.484279592379304	1	8	11	1892	2933	1.07346260387812
GO:0002040	sprouting angiogenesis	  6	0.168500294647832	1	4	2	1896	2942	1.69964912280702
GO:0002042	cell migration involved in sprouting angiogenesis	  7	0.274791545382173	1	4	3	1896	2941	1.45684210526316
GO:0002052	positive regulation of neuroblast proliferation	  8	0.885472833727802	1	2	6	1898	2938	0.637368421052632
GO:0002053	positive regulation of mesenchymal cell proliferation	 12	0.908244990866611	1	3	9	1897	2935	0.637368421052632
GO:0002062	chondrocyte differentiation	 14	0.700618363148246	1	5	9	1895	2935	0.910526315789474
GO:0002063	chondrocyte development	 11	0.870701529418895	1	3	8	1897	2936	0.695311004784689
GO:0002076	osteoblast development	  7	1	1	0	7	1900	2937	0
GO:0002082	regulation of oxidative phosphorylation	  5	0.00925457767269283	0.36958216030559	5	0	1895	2944	2.54947368421053
GO:0002088	lens development in camera-type eye	 12	0.758071145075746	1	4	8	1896	2936	0.849824561403509
GO:0002089	lens morphogenesis in camera-type eye	  7	0.563170298527647	1	3	4	1897	2940	1.09263157894737
GO:0002091	negative regulation of receptor internalization	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0002092	positive regulation of receptor internalization	  7	0.969456475532965	1	1	6	1899	2938	0.364210526315789
GO:0002102	podosome	 13	0.817028054319387	1	4	9	1896	2935	0.784453441295547
GO:0002161	aminoacyl-tRNA editing activity	  6	0.0374065477785077	0.668750781505298	5	1	1895	2943	2.12456140350877
GO:0002162	dystroglycan binding	  5	1	1	0	5	1900	2939	0
GO:0002181	cytoplasmic translation	  6	0.168500294647832	1	4	2	1896	2942	1.69964912280702
GO:0002183	cytoplasmic translational initiation	  7	0.0014188102182715	0.153161357788266	7	0	1893	2944	2.54947368421053
GO:0002199	zona pellucida receptor complex	  5	0.649601443719976	1	2	3	1898	2941	1.01978947368421
GO:0002218	activation of innate immune response	 12	0.539753870792073	1	5	7	1895	2937	1.06228070175439
GO:0002227	innate immune response in mucosa	  6	0.949704026081852	1	1	5	1899	2939	0.424912280701754
GO:0002230	positive regulation of defense response to virus by host	  9	0.753558081214978	1	3	6	1897	2938	0.849824561403509
GO:0002244	hematopoietic progenitor cell differentiation	 23	0.937811543753604	1	6	17	1894	2927	0.665080091533181
GO:0002250	adaptive immune response	 31	0.994993274283894	1	6	25	1894	2919	0.493446519524618
GO:0002523	leukocyte migration involved in inflammatory response	  7	0.563170298527647	1	3	4	1897	2940	1.09263157894737
GO:0002526	acute inflammatory response	  8	0.668338816317314	1	3	5	1897	2939	0.956052631578947
GO:0002548	monocyte chemotaxis	  9	0.92316276301718	1	2	7	1898	2937	0.566549707602339
GO:0002687	positive regulation of leukocyte migration	  8	0.885472833727802	1	2	6	1898	2938	0.637368421052632
GO:0002931	response to ischemia	 19	0.667415580666289	1	7	12	1893	2932	0.939279778393352
GO:0002934	desmosome organization	  5	1	1	0	5	1900	2939	0
GO:0003007	heart morphogenesis	 22	0.968949184563959	1	5	17	1895	2927	0.579425837320574
GO:0003009	skeletal muscle contraction	 15	0.764593080383169	1	5	10	1895	2934	0.849824561403509
GO:0003016	respiratory system process	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0003073	regulation of systemic arterial blood pressure	  7	0.969456475532965	1	1	6	1899	2938	0.364210526315789
GO:0003084	positive regulation of systemic arterial blood pressure	  7	0.969456475532965	1	1	6	1899	2938	0.364210526315789
GO:0003094	glomerular filtration	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0003143	embryonic heart tube morphogenesis	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0003148	outflow tract septum morphogenesis	 14	0.955251383024307	1	3	11	1897	2933	0.546315789473684
GO:0003149	membranous septum morphogenesis	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0003151	outflow tract morphogenesis	 27	0.508518661199015	1	11	16	1889	2928	1.03867446393762
GO:0003170	heart valve development	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0003180	aortic valve morphogenesis	  7	0.274791545382173	1	4	3	1896	2941	1.45684210526316
GO:0003181	atrioventricular valve morphogenesis	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0003183	mitral valve morphogenesis	  5	0.917188765638001	1	1	4	1899	2940	0.509894736842105
GO:0003184	pulmonary valve morphogenesis	  5	0.0811044634016161	0.790509169841492	4	1	1896	2943	2.03957894736842
GO:0003197	endocardial cushion development	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	  5	0.304039849485138	1	3	2	1897	2942	1.52968421052632
GO:0003203	endocardial cushion morphogenesis	  9	0.92316276301718	1	2	7	1898	2937	0.566549707602339
GO:0003281	ventricular septum development	 12	0.758071145075746	1	4	8	1896	2936	0.849824561403509
GO:0003323	type B pancreatic cell development	  5	0.649601443719976	1	2	3	1898	2941	1.01978947368421
GO:0003341	cilium movement	  6	0.754612463418742	1	2	4	1898	2940	0.849824561403509
GO:0003382	epithelial cell morphogenesis	  6	0.439579404322443	1	3	3	1897	2941	1.27473684210526
GO:0003407	neural retina development	  5	0.0811044634016161	0.790509169841492	4	1	1896	2943	2.03957894736842
GO:0003417	growth plate cartilage development	  5	1	1	0	5	1900	2939	0
GO:0003429	growth plate cartilage chondrocyte morphogenesis	  9	0.250375871823477	1	5	4	1895	2940	1.41637426900585
GO:0003678	DNA helicase activity	 20	0.556129628820188	1	8	12	1892	2932	1.01978947368421
GO:0003680	AT DNA binding	  6	0.168500294647832	1	4	2	1896	2942	1.69964912280702
GO:0003684	damaged DNA binding	 19	0.167243668696311	1	10	9	1890	2935	1.34182825484765
GO:0003688	DNA replication origin binding	 11	0.685298720314521	1	4	7	1896	2937	0.927081339712919
GO:0003689	DNA clamp loader activity	  5	0.0811044634016161	0.790509169841492	4	1	1896	2943	2.03957894736842
GO:0003690	double-stranded DNA binding	 54	0.946557882056858	1	16	38	1884	2906	0.755399610136452
GO:0003691	double-stranded telomeric DNA binding	  5	0.649601443719976	1	2	3	1898	2941	1.01978947368421
GO:0003697	single-stranded DNA binding	 40	0.275741172915783	1	18	22	1882	2922	1.14726315789474
GO:0003707	steroid hormone receptor activity	 20	0.995662993141759	1	3	17	1897	2927	0.382421052631579
GO:0003712	transcription coregulator activity	 35	0.661164421373573	1	13	22	1887	2922	0.946947368421053
GO:0003713	transcription coactivator activity	 80	0.485655418525681	1	32	48	1868	2896	1.01978947368421
GO:0003714	transcription corepressor activity	 57	0.947187009601729	1	17	40	1883	2904	0.760369344413666
GO:0003724	RNA helicase activity	 27	0.662065884052043	1	10	17	1890	2927	0.944249512670565
GO:0003725	double-stranded RNA binding	 25	0.544010903471796	1	10	15	1890	2929	1.01978947368421
GO:0003727	single-stranded RNA binding	 16	0.447143882954465	1	7	9	1893	2935	1.11539473684211
