Term	Accession	Genes (tot)	Stat (non-dir.) p	p adj (non-dir.)	Significant..in.gene.set.	Non.significant..in.gene.set.	Significant..not.in.gene.set.	Non.significant..not.in.gene.set.	effect.size
R-MMU-168142	Toll Like Receptor 10 (TLR10) Cascade	25	0.996694453521508	1	4	21	951	1489	0.412984293193717
R-MMU-168164	Toll Like Receptor 3 (TLR3) Cascade	25	0.996694453521508	1	4	21	951	1489	0.412984293193717
R-MMU-168176	Toll Like Receptor 5 (TLR5) Cascade	25	0.996694453521508	1	4	21	951	1489	0.412984293193717
R-MMU-168179	Toll Like Receptor TLR1:TLR2 Cascade	25	0.996694453521508	1	4	21	951	1489	0.412984293193717
R-MMU-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	28	0.998959088995865	1	4	24	951	1486	0.368735976065819
R-MMU-168188	Toll Like Receptor TLR6:TLR2 Cascade	25	0.996694453521508	1	4	21	951	1489	0.412984293193717
R-MMU-168638	NOD1/2 Signaling Pathway	11	0.964035036174266	1	2	9	953	1501	0.469300333174679
R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	16	0.807405565161298	1	5	11	950	1499	0.806609947643979
R-MMU-168898	Toll-like Receptor Cascades	45	0.994443675233375	1	10	35	945	1475	0.573589296102385
R-MMU-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	 9	0.987965816481197	1	1	8	954	1502	0.286794648051193
R-MMU-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	12	0.525952105352131	1	5	7	950	1503	1.07547993019197
R-MMU-170834	Signaling by TGF-beta Receptor Complex	21	0.428735674609401	1	9	12	946	1498	1.10620792819746
R-MMU-171306	Packaging Of Telomere Ends	 7	0.265591602116843	0.976450972497412	4	3	951	1507	1.47494390426328
R-MMU-174048	APC/C:Cdc20 mediated degradation of Cyclin B	 8	0.154435526652711	0.777390742203147	5	3	950	1507	1.61321989528796
R-MMU-174084	Autodegradation of Cdh1 by Cdh1:APC/C	20	0.359310612201757	1	9	11	946	1499	1.16151832460733
R-MMU-174143	APC/C-mediated degradation of cell cycle proteins	33	0.00312345055334772	0.102713470119704	21	12	934	1498	1.64255116611138
R-MMU-174154	APC/C:Cdc20 mediated degradation of Securin	22	0.329446094084776	1	10	12	945	1498	1.1732508329367
R-MMU-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	27	0.0559215587319042	0.56250509077386	15	12	940	1498	1.43397324025596
R-MMU-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	25	0.123484317145518	0.754136365424413	13	12	942	1498	1.34219895287958
R-MMU-174403	Glutathione synthesis and recycling	 6	0.746960989923747	1	2	4	953	1506	0.860383944153578
R-MMU-174411	Polymerase switching on the C-strand of the telomere	 8	0.0422025575576718	0.468612814439083	6	2	949	1508	1.93586387434555
R-MMU-174414	Processive synthesis on the C-strand of the telomere	 6	0.0352890024085576	0.450329806855474	5	1	950	1509	2.15095986038394
R-MMU-174417	Telomere C-strand (Lagging Strand) Synthesis	14	0.0134158949998637	0.244055111167733	10	4	945	1506	1.8436798803291
R-MMU-174430	Telomere C-strand synthesis initiation	 5	0.0775228820925516	0.571764406855289	4	1	951	1509	2.06492146596859
R-MMU-174437	Removal of the Flap Intermediate from the C-strand	 5	0.0775228820925516	0.571764406855289	4	1	951	1509	2.06492146596859
R-MMU-174824	Plasma lipoprotein assembly, remodeling, and clearance	24	0.0901609087360569	0.586410374487126	13	11	942	1499	1.39812390924956
R-MMU-176187	Activation of ATR in response to replication stress	19	0.155954677721951	0.777390742203147	10	9	945	1501	1.35850096445302
R-MMU-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	 7	0.265591602116843	0.976450972497412	4	3	951	1507	1.47494390426328
R-MMU-176408	Regulation of APC/C activators between G1/S and early anaphase	13	0.00585430018865209	0.156419583165548	10	3	945	1507	1.98550140958518
R-MMU-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	28	0.0363159242659338	0.456619341873139	16	12	939	1498	1.47494390426328
R-MMU-176412	Phosphorylation of the APC/C	 8	0.154435526652711	0.777390742203147	5	3	950	1507	1.61321989528796
R-MMU-176417	Phosphorylation of Emi1	 5	0.00867242217033484	0.185373023890907	5	0	950	1510	2.58115183246073
R-MMU-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	29	0.023081919876717	0.340259336113674	17	12	938	1498	1.5130890052356
R-MMU-177504	Retrograde neurotrophin signalling	 5	0.913963239144771	1	1	4	954	1506	0.516230366492147
R-MMU-177929	Signaling by EGFR	13	0.388521953694522	1	6	7	949	1503	1.19130084575111
R-MMU-1793185	Chondroitin sulfate/dermatan sulfate metabolism	19	0.0266790220559543	0.367912320287756	12	7	943	1503	1.63020115734362
R-MMU-179409	APC-Cdc20 mediated degradation of Nek2A	 9	0.0855974784531895	0.571764406855289	6	3	949	1507	1.72076788830716
R-MMU-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	26	0.0841412640265292	0.571764406855289	14	12	941	1498	1.38985098670963
R-MMU-1799339	SRP-dependent cotranslational protein targeting to membrane	 7	1	1	0	7	955	1503	0
R-MMU-180786	Extension of Telomeres	14	0.0134158949998637	0.244055111167733	10	4	945	1506	1.8436798803291
R-MMU-181430	Norepinephrine Neurotransmitter Release Cycle	 5	0.913963239144771	1	1	4	954	1506	0.516230366492147
R-MMU-181431	Acetylcholine binding and downstream events	 5	0.641170720496884	1	2	3	953	1507	1.03246073298429
R-MMU-181438	Toll Like Receptor 2 (TLR2) Cascade	25	0.996694453521508	1	4	21	951	1489	0.412984293193717
R-MMU-182971	EGFR downregulation	 9	0.744261294206028	1	3	6	952	1504	0.860383944153578
R-MMU-1834949	Cytosolic sensors of pathogen-associated DNA 	 8	1	1	0	8	955	1502	0
R-MMU-1852241	Organelle biogenesis and maintenance	56	0.811738044672253	1	19	37	936	1473	0.87574794315632
R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol	10	0.992645232303859	1	1	9	954	1501	0.258115183246073
R-MMU-186763	Downstream signal transduction	11	0.86402324464064	1	3	8	952	1502	0.703950499762018
R-MMU-186797	Signaling by PDGF	26	0.278818152986614	0.976450972497412	12	14	943	1496	1.19130084575111
R-MMU-187037	Signaling by NTRK1 (TRKA)	19	0.915273735643779	1	5	14	950	1496	0.679250482226509
R-MMU-187577	SCF(Skp2)-mediated degradation of p27/p21	24	0.0901609087360569	0.586410374487126	13	11	942	1499	1.39812390924956
R-MMU-187687	Signalling to ERKs	 7	0.82470973937809	1	2	5	953	1505	0.737471952131638
R-MMU-189445	Metabolism of porphyrins	 5	0.641170720496884	1	2	3	953	1507	1.03246073298429
R-MMU-190236	Signaling by FGFR	27	0.643439683175123	1	10	17	945	1493	0.955982160170642
R-MMU-190241	FGFR2 ligand binding and activation	 5	0.913963239144771	1	1	4	954	1506	0.516230366492147
R-MMU-190828	Gap junction trafficking	11	0.432495639945135	1	5	6	950	1504	1.1732508329367
R-MMU-190861	Gap junction assembly	 7	0.82470973937809	1	2	5	953	1505	0.737471952131638
R-MMU-190873	Gap junction degradation	 5	0.0775228820925516	0.571764406855289	4	1	951	1509	2.06492146596859
R-MMU-191273	Cholesterol biosynthesis	18	1.49129471770579e-05	0.00324430793471415	16	2	939	1508	2.29435718440954
R-MMU-191859	snRNP Assembly	16	0.807405565161298	1	5	11	950	1499	0.806609947643979
R-MMU-192105	Synthesis of bile acids and bile salts	 6	0.429590181643157	1	3	3	952	1507	1.29057591623037
R-MMU-193648	NRAGE signals death through JNK	11	0.86402324464064	1	3	8	952	1502	0.703950499762018
R-MMU-193704	p75 NTR receptor-mediated signalling	21	0.766213050964051	1	7	14	948	1496	0.860383944153578
R-MMU-194068	Bile acid and bile salt metabolism	 9	0.485759350124067	1	4	5	951	1505	1.14717859220477
R-MMU-194138	Signaling by VEGF	46	0.845006107370578	1	15	31	940	1479	0.84167994536763
R-MMU-194313	VEGF ligand-receptor interactions	 5	0.295790411551848	0.976450972497412	3	2	952	1508	1.54869109947644
R-MMU-194441	Metabolism of non-coding RNA	16	0.807405565161298	1	5	11	950	1499	0.806609947643979
R-MMU-194840	Rho GTPase cycle	32	0.855522736672757	1	10	22	945	1488	0.806609947643979
R-MMU-195253	Degradation of beta-catenin by the destruction complex	26	0.585810159797019	1	10	16	945	1494	0.99275070479259
R-MMU-195399	VEGF binds to VEGFR leading to receptor dimerization	 5	0.295790411551848	0.976450972497412	3	2	952	1508	1.54869109947644
R-MMU-196025	Formation of annular gap junctions	 5	0.0775228820925516	0.571764406855289	4	1	951	1509	2.06492146596859
R-MMU-196071	Metabolism of steroid hormones	 8	0.154435526652711	0.777390742203147	5	3	950	1507	1.61321989528796
R-MMU-196299	Beta-catenin phosphorylation cascade	 5	0.913963239144771	1	1	4	954	1506	0.516230366492147
R-MMU-1963640	GRB2 events in ERBB2 signaling	 5	0.641170720496884	1	2	3	953	1507	1.03246073298429
R-MMU-1963642	PI3K events in ERBB2 signaling	 6	0.429590181643157	1	3	3	952	1507	1.29057591623037
R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	 6	0.161990641460539	0.777390742203147	4	2	951	1508	1.72076788830716
R-MMU-196807	Nicotinate metabolism	 8	0.658093979512041	1	3	5	952	1505	0.967931937172775
R-MMU-196849	Metabolism of water-soluble vitamins and cofactors	32	0.0326508820431169	0.443119113442301	18	14	937	1496	1.45189790575916
R-MMU-196854	Metabolism of vitamins and cofactors	51	0.00612211813065809	0.158618515203414	29	22	926	1488	1.46771378708552
R-MMU-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	10	0.145508442633351	0.777390742203147	6	4	949	1506	1.54869109947644
R-MMU-197264	Nicotinamide salvaging	 6	0.429590181643157	1	3	3	952	1507	1.29057591623037
R-MMU-198725	Nuclear Events (kinase and transcription factor activation)	 9	0.744261294206028	1	3	6	952	1504	0.860383944153578
R-MMU-198753	ERK/MAPK targets	 8	0.658093979512041	1	3	5	952	1505	0.967931937172775
R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	27	0.881683358891326	1	8	19	947	1491	0.764785728136513
R-MMU-199418	Negative regulation of the PI3K/AKT network	33	0.393956274913486	1	14	19	941	1491	1.09503411074092
R-MMU-199977	ER to Golgi Anterograde Transport	44	0.563270037209132	1	17	27	938	1483	0.997263207996192
R-MMU-199992	trans-Golgi Network Vesicle Budding	27	0.335734007337503	1	12	15	943	1495	1.14717859220477
R-MMU-201451	Signaling by BMP	 7	0.82470973937809	1	2	5	953	1505	0.737471952131638
R-MMU-201681	TCF dependent signaling in response to WNT	63	0.775592613584077	1	22	41	933	1469	0.901354608160891
R-MMU-201722	Formation of the beta-catenin:TCF transactivating complex	17	0.0744479934736879	0.571764406855289	10	7	945	1503	1.51832460732984
R-MMU-202040	G-protein activation	 9	0.485759350124067	1	4	5	951	1505	1.14717859220477
R-MMU-202131	Metabolism of nitric oxide: eNOS activation and regulation	 9	0.485759350124067	1	4	5	951	1505	1.14717859220477
R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	25	2.84893128846672e-05	0.00347976607377007	20	5	935	1505	2.06492146596859
R-MMU-2022854	Keratan sulfate biosynthesis	13	0.611845950138136	1	5	8	950	1502	0.99275070479259
R-MMU-2022857	Keratan sulfate degradation	 6	0.0352890024085576	0.450329806855474	5	1	950	1509	2.15095986038394
R-MMU-2022870	Chondroitin sulfate biosynthesis	11	0.0842552776263429	0.571764406855289	7	4	948	1506	1.64255116611138
R-MMU-2022923	Dermatan sulfate biosynthesis	 6	0.161990641460539	0.777390742203147	4	2	951	1508	1.72076788830716
R-MMU-2022928	HS-GAG biosynthesis	10	0.812104521968813	1	3	7	952	1503	0.77434554973822
R-MMU-202403	TCR signaling	32	0.966584128229291	1	8	24	947	1486	0.645287958115183
R-MMU-2024096	HS-GAG degradation	 6	0.161990641460539	0.777390742203147	4	2	951	1508	1.72076788830716
R-MMU-2024101	CS/DS degradation	 7	0.265591602116843	0.976450972497412	4	3	951	1507	1.47494390426328
R-MMU-202424	Downstream TCR signaling	28	0.984843379579254	1	6	22	949	1488	0.553103964098729
R-MMU-202427	Phosphorylation of CD3 and TCR zeta chains	 5	0.913963239144771	1	1	4	954	1506	0.516230366492147
R-MMU-202430	Translocation of ZAP-70 to Immunological synapse	 6	0.947363688988976	1	1	5	954	1505	0.430191972076789
R-MMU-202433	Generation of second messenger molecules	 7	0.967806013924123	1	1	6	954	1504	0.368735976065819
R-MMU-2025928	Calcineurin activates NFAT	 7	0.967806013924123	1	1	6	954	1504	0.368735976065819
R-MMU-202670	ERKs are inactivated	 5	0.295790411551848	0.976450972497412	3	2	952	1508	1.54869109947644
R-MMU-202733	Cell surface interactions at the vascular wall	39	0.213006774807168	0.938766971443963	18	21	937	1489	1.19130084575111
R-MMU-2028269	Signaling by Hippo	 8	0.376747677580977	1	4	4	951	1506	1.29057591623037
R-MMU-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	33	0.793010983414362	1	11	22	944	1488	0.860383944153578
R-MMU-2029482	Regulation of actin dynamics for phagocytic cup formation	28	0.819416543719981	1	9	19	946	1491	0.829655946148093
