Term	Accession	Genes (tot)	Stat (non-dir.) p	p adj (non-dir.)	Significant..in.gene.set.	Non.significant..in.gene.set.	Significant..not.in.gene.set.	Non.significant..not.in.gene.set.	effect.size
IPR001627	Sema domain	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR001650	Helicase, C-terminal	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR001660	Sterile alpha motif domain	13	0.646814056766028	1	4	9	584	1228	0.954997383568812
IPR001680	WD40 repeat	30	0.954938400651554	1	6	24	582	1213	0.620748299319728
IPR001683	Phox homologous domain	 7	0.716065948644015	1	2	5	586	1232	0.886783284742468
IPR001715	Calponin homology domain	11	0.91423935203854	1	2	9	586	1228	0.564316635745207
IPR001763	Rhodanese-like domain	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR001781	Zinc finger, LIM-type	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR001791	Laminin G domain	 5	0.193371604104742	1	3	2	585	1235	1.86224489795918
IPR001806	Small GTPase	13	0.213660399608075	1	6	7	582	1230	1.43249607535322
IPR001810	F-box domain	 7	0.716065948644015	1	2	5	586	1232	0.886783284742468
IPR001828	Receptor, ligand binding region	 5	1	1	0	5	588	1232	0
IPR001841	Zinc finger, RING-type	36	0.647031604931863	1	11	25	577	1212	0.948365457294029
IPR001849	Pleckstrin homology domain	35	0.20644043489997	1	14	21	574	1216	1.24149659863946
IPR001878	Zinc finger, CCHC-type	 6	0.297594729743091	1	3	3	585	1234	1.55187074829932
IPR001881	EGF-like calcium-binding domain	11	0.495501212418008	1	4	7	584	1230	1.12863327149041
IPR001909	Krueppel-associated box	30	0.896819347541067	1	7	23	581	1214	0.724206349206349
IPR001965	Zinc finger, PHD-type	19	0.609673689984505	1	6	13	582	1224	0.980128893662728
IPR002017	Spectrin repeat	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR002035	von Willebrand factor, type A	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR002048	EF-hand domain	21	0.043124647481755	1	11	10	577	1227	1.62576935536119
IPR002067	Mitochondrial carrier protein	 5	0.193371604104742	1	3	2	585	1235	1.86224489795918
IPR002110	Ankyrin repeat	34	0.412118130977501	1	12	22	576	1215	1.09543817527011
IPR002126	Cadherin-like	 8	0.23581586912672	1	4	4	584	1233	1.55187074829932
IPR002165	Plexin repeat	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	11	0.495501212418008	1	4	7	584	1230	1.12863327149041
IPR002347	Short-chain dehydrogenase/reductase SDR	 6	0.297594729743091	1	3	3	585	1234	1.55187074829932
IPR002870	Peptidase M12B, propeptide	 7	0.403651357316805	1	3	4	585	1233	1.3301749271137
IPR002909	IPT domain	 5	0.193371604104742	1	3	2	585	1235	1.86224489795918
IPR003131	Potassium channel tetramerisation-type BTB domain	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR003309	SCAN domain	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR003323	OTU domain	 5	1	1	0	5	588	1232	0
IPR003409	MORN motif	 7	0.403651357316805	1	3	4	585	1233	1.3301749271137
IPR003591	Leucine-rich repeat, typical subtype	16	0.983269790277291	1	2	14	586	1223	0.38796768707483
IPR003593	AAA+ ATPase domain	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR003595	Protein-tyrosine phosphatase, catalytic	11	0.495501212418008	1	4	7	584	1230	1.12863327149041
IPR003598	Immunoglobulin subtype 2	28	0.413976486116005	1	10	18	578	1219	1.10847910592809
IPR003599	Immunoglobulin subtype	41	0.325992130074647	1	15	26	573	1211	1.13551518168243
IPR003961	Fibronectin type III	25	0.41467758783023	1	9	16	579	1221	1.11734693877551
IPR004087	K Homology domain	10	0.410255170393588	1	4	6	584	1231	1.24149659863946
IPR004088	K Homology domain, type 1	 9	0.3222737760865	1	4	5	584	1232	1.37944066515495
IPR005225	Small GTP-binding protein domain	15	0.560024632800442	1	5	10	583	1227	1.03458049886621
IPR005821	Ion transport domain	11	0.91423935203854	1	2	9	586	1228	0.564316635745207
IPR006020	PTB/PI domain	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR006553	Leucine-rich repeat, cysteine-containing subtype	 6	0.297594729743091	1	3	3	585	1234	1.55187074829932
IPR006652	Kelch repeat type 1	 8	0.504352650230856	1	3	5	585	1232	1.16390306122449
IPR006671	Cyclin, N-terminal	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR006689	Small GTPase superfamily, ARF/SAR type	 5	1	1	0	5	588	1232	0
IPR007110	Immunoglobulin-like domain	44	0.450713049709899	1	15	29	573	1208	1.05809369202226
IPR008160	Collagen triple helix repeat	 5	0.0397796294798051	1	4	1	584	1236	2.48299319727891
IPR008266	Tyrosine-protein kinase, active site	10	0.674736480264226	1	3	7	585	1230	0.931122448979592
IPR008271	Serine/threonine-protein kinase, active site	38	0.998299216460706	1	5	33	583	1204	0.408387039026137
IPR008936	Rho GTPase activation protein	10	0.190301684625867	1	5	5	583	1232	1.55187074829932
IPR008967	p53-like transcription factor, DNA-binding	 7	0.716065948644015	1	2	5	586	1232	0.886783284742468
IPR008979	Galactose-binding-like domain superfamily	 8	0.955774110074407	1	1	7	587	1230	0.38796768707483
IPR008984	SMAD/FHA domain superfamily	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR009030	Growth factor receptor cysteine-rich domain superfamily	15	0.0729351543601841	1	8	7	580	1230	1.65532879818594
IPR009057	Homeobox-like domain superfamily	22	0.596206830298864	1	7	15	581	1222	0.987554112554113
IPR009071	High mobility group box domain	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR009072	Histone-fold	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR010294	ADAM-TS Spacer 1	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR010569	Myotubularin-like phosphatase domain	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR011009	Protein kinase-like domain superfamily	62	0.999652056547929	1	9	53	579	1184	0.450543120473996
IPR011011	Zinc finger, FYVE/PHD-type	26	0.46949590386667	1	9	17	579	1220	1.07437205651491
IPR011042	Six-bladed beta-propeller, TolB-like	 7	0.15618589297814	1	4	3	584	1234	1.77356656948494
IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR011333	SKP1/BTB/POZ domain superfamily	26	0.783188317184235	1	7	19	581	1218	0.835622710622711
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR011705	BTB/Kelch-associated	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR011989	Armadillo-like helical	27	0.818054668262434	1	7	20	581	1217	0.804673721340388
IPR011990	Tetratricopeptide-like helical domain superfamily	28	0.727027063775023	1	8	20	580	1217	0.886783284742468
IPR011992	EF-hand domain pair	24	0.00708512382614785	0.816207725326586	14	10	574	1227	1.81051587301587
IPR011993	PH-like domain superfamily	51	0.36711640254898	1	18	33	570	1204	1.09543817527011
IPR012340	Nucleic acid-binding, OB-fold	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	19	0.784631485390102	1	5	14	583	1223	0.816774078052274
IPR013026	Tetratricopeptide repeat-containing domain	15	0.764675609914966	1	4	11	584	1226	0.827664399092971
IPR013032	EGF-like, conserved site	22	0.253846813677136	1	9	13	579	1224	1.26971243042672
IPR013057	Amino acid transporter, transmembrane domain	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR013083	Zinc finger, RING/FYVE/PHD-type	64	0.714537540842101	1	19	45	569	1192	0.921423256802721
IPR013087	Zinc finger C2H2-type	76	0.995362540952313	1	15	61	573	1176	0.612580558539205
IPR013088	Zinc finger, NHR/GATA-type	 5	1	1	0	5	588	1232	0
IPR013098	Immunoglobulin I-set	26	0.636051170598072	1	8	18	580	1219	0.954997383568812
IPR013106	Immunoglobulin V-set domain	12	0.336546010021315	1	5	7	583	1230	1.29322562358277
IPR013151	Immunoglobulin	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR013164	Cadherin, N-terminal	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR013273	ADAMTS/ADAMTS-like	 6	0.297594729743091	1	3	3	585	1234	1.55187074829932
IPR013320	Concanavalin A-like lectin/glucanase domain superfamily	17	0.685723288980252	1	5	12	583	1225	0.912865146058423
IPR013761	Sterile alpha motif/pointed domain superfamily	16	0.810882257786496	1	4	12	584	1225	0.77593537414966
IPR013763	Cyclin-like	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR013766	Thioredoxin domain	 6	0.0891484784663918	1	4	2	584	1235	2.06916099773243
IPR013783	Immunoglobulin-like fold	77	0.122033536879392	1	30	47	558	1190	1.20924993373973
IPR014001	Helicase superfamily 1/2, ATP-binding domain	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR014352	FERM/acyl-CoA-binding protein superfamily	 8	0.955774110074407	1	1	7	587	1230	0.38796768707483
IPR014710	RmlC-like jelly roll fold	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR014720	Double-stranded RNA-binding domain	 5	1	1	0	5	588	1232	0
IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR014756	Immunoglobulin E-set	17	0.0209075752731086	0.874633565591709	10	7	578	1230	1.82573029211685
IPR014768	Rho GTPase-binding/formin homology 3 (GBD/FH3) domain	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR015425	Formin, FH2 domain	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR015797	NUDIX hydrolase-like domain superfamily	 5	1	1	0	5	588	1232	0
IPR015915	Kelch-type beta propeller	10	0.410255170393588	1	4	6	584	1231	1.24149659863946
IPR015919	Cadherin-like superfamily	 8	0.23581586912672	1	4	4	584	1233	1.55187074829932
IPR015943	WD40/YVTN repeat-like-containing domain superfamily	44	0.887015727087427	1	11	33	577	1204	0.77593537414966
IPR016024	Armadillo-type fold	45	0.736956737617494	1	13	32	575	1205	0.896636432350718
IPR016130	Protein-tyrosine phosphatase, active site	10	0.410255170393588	1	4	6	584	1231	1.24149659863946
IPR016135	Ubiquitin-conjugating enzyme/RWD-like	 9	0.595392087303034	1	3	6	585	1231	1.03458049886621
IPR016181	Acyl-CoA N-acyltransferase	 7	1	1	0	7	588	1230	0
IPR016186	C-type lectin-like/link domain superfamily	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR016187	C-type lectin fold	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR016197	Chromo-like domain superfamily	 5	1	1	0	5	588	1232	0
IPR016201	PSI domain	11	0.495501212418008	1	4	7	584	1230	1.12863327149041
IPR017096	BTB-kelch protein	 7	0.716065948644015	1	2	5	586	1232	0.886783284742468
IPR017441	Protein kinase, ATP binding site	44	0.99883750106238	1	6	38	582	1199	0.423237476808905
IPR017452	GPCR, rhodopsin-like, 7TM	15	0.345733210309211	1	6	9	582	1228	1.24149659863946
IPR017455	Zinc finger, FYVE-related	 7	0.403651357316805	1	3	4	585	1233	1.3301749271137
IPR017850	Alkaline-phosphatase-like, core domain superfamily	 8	0.0162591180343942	0.816207725326586	6	2	582	1235	2.32780612244898
IPR017892	Protein kinase, C-terminal	 7	0.716065948644015	1	2	5	586	1232	0.886783284742468
IPR017907	Zinc finger, RING-type, conserved site	13	0.954787967566399	1	2	11	586	1226	0.477498691784406
IPR017970	Homeobox, conserved site	10	0.674736480264226	1	3	7	585	1230	0.931122448979592
IPR017981	GPCR, family 2-like	 6	0.00109937595342116	0.275943364308711	6	0	582	1237	3.10374149659864
IPR017986	WD40-repeat-containing domain	27	0.911793289607432	1	6	21	582	1216	0.689720332577475
IPR018097	EGF-like calcium-binding, conserved site	 8	0.23581586912672	1	4	4	584	1233	1.55187074829932
IPR018108	Mitochondrial substrate/solute carrier	 8	0.0765559168295592	1	5	3	583	1234	1.93983843537415
IPR018159	Spectrin/alpha-actinin	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR018200	Ubiquitin specific protease, conserved site	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR018247	EF-Hand 1, calcium-binding site	15	0.176173086378174	1	7	8	581	1229	1.4484126984127
IPR019734	Tetratricopeptide repeat	15	0.907639768286708	1	3	12	585	1225	0.620748299319728
IPR019748	FERM central domain	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR019749	Band 4.1 domain	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR019775	WD40 repeat, conserved site	16	0.810882257786496	1	4	12	584	1225	0.77593537414966
IPR019786	Zinc finger, PHD-type, conserved site	13	0.413349516529591	1	5	8	583	1229	1.19374672946102
IPR019787	Zinc finger, PHD-finger	16	0.414756359100585	1	6	10	582	1227	1.16390306122449
IPR020422	Dual specificity protein phosphatase domain	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR020454	Diacylglycerol/phorbol-ester binding	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR020472	G-protein beta WD-40 repeat	 9	0.595392087303034	1	3	6	585	1231	1.03458049886621
IPR020635	Tyrosine-protein kinase, catalytic domain	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR020683	Ankyrin repeat-containing domain	34	0.412118130977501	1	12	22	576	1215	1.09543817527011
IPR020894	Cadherin conserved site	 8	0.23581586912672	1	4	4	584	1233	1.55187074829932
IPR023214	HAD superfamily	 6	0.90340825894585	1	1	5	587	1232	0.517290249433107
IPR023395	Mitochondrial carrier domain superfamily	 8	0.0765559168295592	1	5	3	583	1234	1.93983843537415
IPR024079	Metallopeptidase, catalytic domain superfamily	 9	0.595392087303034	1	3	6	585	1231	1.03458049886621
IPR024607	Sulfatase, conserved site	 6	0.0150952049865118	0.816207725326586	5	1	583	1236	2.58645124716553
IPR025714	Methyltransferase domain	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR027231	Semaphorin	 6	0.90340825894585	1	1	5	587	1232	0.517290249433107
IPR027267	AH/BAR domain superfamily	15	0.560024632800442	1	5	10	583	1227	1.03458049886621
IPR027359	Voltage-dependent channel domain superfamily	 7	0.403651357316805	1	3	4	585	1233	1.3301749271137
IPR027370	RING-type zinc-finger, LisH dimerisation motif	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR027417	P-loop containing nucleoside triphosphate hydrolase	81	0.733492391674255	1	24	57	564	1180	0.919627110103301
IPR028082	Periplasmic binding protein-like I	 5	1	1	0	5	588	1232	0
IPR028325	Voltage-gated potassium channel	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR028889	Ubiquitin specific protease domain	 6	0.90340825894585	1	1	5	587	1232	0.517290249433107
IPR029021	Protein-tyrosine phosphatase-like	17	0.482853371868677	1	6	11	582	1226	1.09543817527011
IPR029033	Histidine phosphatase superfamily	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR029044	Nucleotide-diphospho-sugar transferases	13	0.0874612070170245	1	7	6	581	1231	1.67124542124542
IPR029058	Alpha/Beta hydrolase fold	15	0.907639768286708	1	3	12	585	1225	0.620748299319728
IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	14	0.71010201601776	1	4	10	584	1227	0.886783284742468
IPR029071	Ubiquitin-like domain superfamily	21	0.857545952448234	1	5	16	583	1221	0.738986070618724
IPR030564	Myotubularin family	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR032466	Metal-dependent hydrolase	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR032675	Leucine-rich repeat domain superfamily	30	0.896819347541067	1	7	23	581	1214	0.724206349206349
IPR035892	C2 domain superfamily	21	0.356484660509193	1	8	13	580	1224	1.18237771298996
IPR035899	Dbl homology (DH) domain superfamily	13	0.646814056766028	1	4	9	584	1228	0.954997383568812
IPR035914	Spermadhesin, CUB domain superfamily	 8	0.0765559168295592	1	5	3	583	1234	1.93983843537415
IPR035963	FERM superfamily, second domain	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR035969	Rab-GTPase-TBC domain superfamily	 7	0.403651357316805	1	3	4	585	1233	1.3301749271137
IPR035979	RNA-binding domain superfamily	21	0.857545952448234	1	5	16	583	1221	0.738986070618724
IPR035983	HECT, E3 ligase catalytic domain	 8	0.504352650230856	1	3	5	585	1232	1.16390306122449
IPR036020	WW domain superfamily	 7	0.403651357316805	1	3	4	585	1233	1.3301749271137
IPR036028	SH3-like domain superfamily	26	0.46949590386667	1	9	17	579	1220	1.07437205651491
IPR036034	PDZ superfamily	21	0.356484660509193	1	8	13	580	1224	1.18237771298996
IPR036047	F-box-like domain superfamily	 6	0.90340825894585	1	1	5	587	1232	0.517290249433107
IPR036051	KRAB domain superfamily	30	0.896819347541067	1	7	23	581	1214	0.724206349206349
IPR036056	Fibrinogen-like, C-terminal	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR036116	Fibronectin type III superfamily	25	0.41467758783023	1	9	16	579	1221	1.11734693877551
IPR036179	Immunoglobulin-like domain superfamily	46	0.407514880057814	1	16	30	572	1207	1.07956225968648
IPR036188	FAD/NAD(P)-binding domain superfamily	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR036236	Zinc finger C2H2 superfamily	67	0.994103532706458	1	13	54	575	1183	0.602218499340034
IPR036249	Thioredoxin-like superfamily	13	0.413349516529591	1	5	8	583	1229	1.19374672946102
IPR036259	MFS transporter superfamily	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR036282	Glutathione S-transferase, C-terminal domain superfamily	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR036291	NAD(P)-binding domain superfamily	13	0.213660399608075	1	6	7	582	1230	1.43249607535322
IPR036322	WD40-repeat-containing domain superfamily	36	0.934292213886622	1	8	28	580	1209	0.689720332577475
IPR036352	Sema domain superfamily	 9	0.841278465489934	1	2	7	586	1230	0.689720332577475
IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily	10	0.0651852862281242	1	6	4	582	1233	1.86224489795918
IPR036388	Winged helix-like DNA-binding domain superfamily	20	0.824124542566375	1	5	15	583	1222	0.77593537414966
IPR036390	Winged helix DNA-binding domain superfamily	19	0.609673689984505	1	6	13	582	1224	0.980128893662728
IPR036412	HAD-like superfamily	 6	0.90340825894585	1	1	5	587	1232	0.517290249433107
IPR036427	Bromodomain-like superfamily	10	0.410255170393588	1	4	6	584	1231	1.24149659863946
IPR036465	von Willebrand factor A-like domain superfamily	 9	0.595392087303034	1	3	6	585	1231	1.03458049886621
IPR036612	K Homology domain, type 1 superfamily	11	0.261074596850853	1	5	6	583	1231	1.41079158936302
IPR036638	Helix-loop-helix DNA-binding domain superfamily	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR036770	Ankyrin repeat-containing domain superfamily	34	0.412118130977501	1	12	22	576	1215	1.09543817527011
IPR036860	SH2 domain superfamily	10	0.674736480264226	1	3	7	585	1230	0.931122448979592
IPR036869	Chaperone J-domain superfamily	 5	0.193371604104742	1	3	2	585	1235	1.86224489795918
IPR036871	PX domain superfamily	 8	0.786637048115067	1	2	6	586	1231	0.77593537414966
IPR036872	CH domain superfamily	11	0.91423935203854	1	2	9	586	1228	0.564316635745207
IPR036873	Rhodanese-like domain superfamily	 5	0.517068001138524	1	2	3	586	1234	1.24149659863946
IPR036875	Zinc finger, CCHC-type superfamily	 5	0.193371604104742	1	3	2	585	1235	1.86224489795918
IPR036910	High mobility group box domain superfamily	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR036915	Cyclin-like superfamily	 6	0.62680463683624	1	2	4	586	1233	1.03458049886621
IPR036961	Kinesin motor domain superfamily	 7	0.93463197732949	1	1	6	587	1231	0.443391642371234
IPR038269	SCAN domain superfamily	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR038718	SNF2-like, N-terminal domain superfamily	 6	1	1	0	6	588	1231	0
IPR038765	Papain-like cysteine peptidase superfamily	13	0.842844453627803	1	3	10	585	1227	0.716248037676609
IPR042180	Intermediate filament, rod domain, coil 1B	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
IPR042201	Formin, FH2 domain superfamily	 5	0.857307655260915	1	1	4	587	1233	0.620748299319728
