Term	Accession	Genes (tot)	Stat (non-dir.) p	p adj (non-dir.)	Significant..in.gene.set.	Non.significant..in.gene.set.	Significant..not.in.gene.set.	Non.significant..not.in.gene.set.	effect.size
GO:0006473	protein acetylation	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006479	protein methylation	 10	0.781377725261973	1	3	7	1618	2743	0.808945095619988
GO:0006486	protein glycosylation	 47	0.486401689029614	1	18	29	1603	2721	1.03269586674892
GO:0006487	protein N-linked glycosylation	 10	0.933226906869315	1	2	8	1619	2742	0.539296730413325
GO:0006491	N-glycan processing	  7	1	1	0	7	1621	2743	0
GO:0006493	protein O-linked glycosylation	 11	0.387196429366767	0.98536875238176	5	6	1616	2744	1.22567438730301
GO:0006497	protein lipidation	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0006509	membrane protein ectodomain proteolysis	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0006511	ubiquitin-dependent protein catabolic process	 79	0.995505144846745	1	19	60	1602	2690	0.648521384674252
GO:0006513	protein monoubiquitination	 15	0.503921793911772	1	6	9	1615	2741	1.07859346082665
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	  6	0.938108378346802	1	1	5	1620	2745	0.449413942011104
GO:0006517	protein deglycosylation	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0006518	peptide metabolic process	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0006520	cellular amino acid metabolic process	  9	0.4437258909147	1	4	5	1617	2745	1.19843717869628
GO:0006536	glutamate metabolic process	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0006541	glutamine metabolic process	  8	0.339218565637772	0.969924578864316	4	4	1617	2746	1.34824182603331
GO:0006590	thyroid hormone generation	  6	0.395387391728158	0.98536875238176	3	3	1618	2747	1.34824182603331
GO:0006605	protein targeting	 15	0.302496509430501	0.928961961772567	7	8	1614	2742	1.25835903763109
GO:0006606	protein import into nucleus	 30	0.727452192870463	1	10	20	1611	2730	0.898827884022209
GO:0006611	protein export from nucleus	 11	0.954443776392988	1	2	9	1619	2741	0.490269754921205
GO:0006612	protein targeting to membrane	  8	0.621026637444471	1	3	5	1618	2745	1.01118136952498
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0006621	protein retention in ER lumen	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006622	protein targeting to lysosome	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006631	fatty acid metabolic process	 58	0.000647223894093994	0.0685817615186265	34	24	1587	2726	1.58069731328044
GO:0006633	fatty acid biosynthetic process	 32	0.00299111569494633	0.155805955497933	20	12	1601	2738	1.68530228254164
GO:0006635	fatty acid beta-oxidation	 11	0.631049008593145	1	4	7	1617	2743	0.980539509842409
GO:0006636	unsaturated fatty acid biosynthetic process	  9	0.0158160203253439	0.337683836946336	7	2	1614	2748	2.09726506271849
GO:0006641	triglyceride metabolic process	 11	0.0675829846107961	0.528541035757744	7	4	1614	2746	1.71594414222422
GO:0006644	phospholipid metabolic process	 11	0.387196429366767	0.98536875238176	5	6	1616	2744	1.22567438730301
GO:0006656	phosphatidylcholine biosynthetic process	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0006661	phosphatidylinositol biosynthetic process	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0006665	sphingolipid metabolic process	  9	0.984630666865282	1	1	8	1620	2742	0.299609294674069
GO:0006672	ceramide metabolic process	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0006693	prostaglandin metabolic process	 12	0.47763441574499	1	5	7	1616	2743	1.12353485502776
GO:0006694	steroid biosynthetic process	 25	0.00163042809041465	0.116616369166908	17	8	1604	2742	1.83360888340531
GO:0006695	cholesterol biosynthetic process	 14	0.00189202824560594	0.128883162159014	11	3	1610	2747	2.11866572662378
GO:0006730	one-carbon metabolic process	  7	0.515348610516959	1	3	4	1618	2746	1.1556358508857
GO:0006734	NADH metabolic process	  6	0.395387391728158	0.98536875238176	3	3	1618	2747	1.34824182603331
GO:0006739	NADP metabolic process	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0006744	ubiquinone biosynthetic process	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0006749	glutathione metabolic process	 12	0.111452854572757	0.710114109470648	7	5	1614	2745	1.57294879703886
GO:0006754	ATP biosynthetic process	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0006790	sulfur compound metabolic process	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0006796	phosphate-containing compound metabolic process	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0006801	superoxide metabolic process	  7	0.800202785632254	1	2	5	1619	2745	0.770423900590465
GO:0006805	xenobiotic metabolic process	 10	0.781377725261973	1	3	7	1618	2743	0.808945095619988
GO:0006807	nitrogen compound metabolic process	 10	0.933226906869315	1	2	8	1619	2742	0.539296730413325
GO:0006812	cation transport	 13	0.562999658909294	1	5	8	1616	2742	1.0371090969487
GO:0006813	potassium ion transport	 30	0.840320506967311	1	9	21	1612	2729	0.808945095619988
GO:0006814	sodium ion transport	 21	0.715069803827514	1	7	14	1614	2736	0.898827884022208
GO:0006816	calcium ion transport	 38	0.0702281139161311	0.528541035757744	19	19	1602	2731	1.34824182603331
GO:0006817	phosphate ion transport	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0006820	anion transport	  6	0.938108378346802	1	1	5	1620	2745	0.449413942011104
GO:0006821	chloride transport	 15	0.503921793911772	1	6	9	1615	2741	1.07859346082665
GO:0006836	neurotransmitter transport	 10	0.781377725261973	1	3	7	1618	2743	0.808945095619988
GO:0006839	mitochondrial transport	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0006865	amino acid transport	 15	0.302496509430501	0.928961961772567	7	8	1614	2742	1.25835903763109
GO:0006869	lipid transport	 26	0.00959547830952374	0.256683598009436	16	10	1605	2740	1.65937455511792
GO:0006874	cellular calcium ion homeostasis	 35	0.10916812475707	0.710114109470648	17	18	1604	2732	1.30972063100379
GO:0006878	cellular copper ion homeostasis	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006879	cellular iron ion homeostasis	 15	0.503921793911772	1	6	9	1615	2741	1.07859346082665
GO:0006883	cellular sodium ion homeostasis	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006886	intracellular protein transport	 88	0.997342748574318	1	21	67	1600	2683	0.643479053334081
GO:0006887	exocytosis	 25	0.766033418298173	1	8	17	1613	2733	0.86287476866132
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	 38	0.700512246559205	1	13	25	1608	2725	0.922481249391214
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	 18	0.52551977682233	1	7	11	1614	2739	1.04863253135924
GO:0006891	intra-Golgi vesicle-mediated transport	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0006892	post-Golgi vesicle-mediated transport	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006893	Golgi to plasma membrane transport	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0006895	Golgi to endosome transport	  6	0.718815878456455	1	2	4	1619	2746	0.898827884022209
GO:0006897	endocytosis	 77	0.0306390466343296	0.448933792822859	37	40	1584	2710	1.29571292372033
GO:0006898	receptor-mediated endocytosis	 21	0.543943711555115	1	8	13	1613	2737	1.02723186745395
GO:0006904	vesicle docking involved in exocytosis	 12	0.47763441574499	1	5	7	1616	2743	1.12353485502776
GO:0006906	vesicle fusion	  6	0.718815878456455	1	2	4	1619	2746	0.898827884022209
GO:0006909	phagocytosis	 23	0.497589966419079	1	9	14	1612	2736	1.05514577689564
GO:0006910	phagocytosis, recognition	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0006911	phagocytosis, engulfment	  9	0.902857070547847	1	2	7	1619	2743	0.599218589348139
GO:0006913	nucleocytoplasmic transport	 10	0.542375343419917	1	4	6	1617	2744	1.07859346082665
GO:0006914	autophagy	 48	0.753009446476356	1	16	32	1605	2718	0.898827884022209
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	 28	0.629646782510211	1	10	18	1611	2732	0.963029875738081
GO:0006935	chemotaxis	 27	0.41659720784538	1	11	16	1610	2734	1.09856741380492
GO:0006936	muscle contraction	 27	0.00549591260149961	0.215394602094389	17	10	1604	2740	1.69778600315306
GO:0006937	regulation of muscle contraction	 12	0.000141788527432524	0.040565697698445	11	1	1610	2749	2.47177668106107
GO:0006939	smooth muscle contraction	  7	0.800202785632254	1	2	5	1619	2745	0.770423900590465
GO:0006940	regulation of smooth muscle contraction	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0006941	striated muscle contraction	  9	0.4437258909147	1	4	5	1617	2745	1.19843717869628
GO:0006952	defense response	 15	0.955893396394678	1	3	12	1618	2738	0.539296730413325
GO:0006953	acute-phase response	  9	0.984630666865282	1	1	8	1620	2742	0.299609294674069
GO:0006954	inflammatory response	 69	0.939095495332616	1	20	49	1601	2701	0.781589464367138
GO:0006955	immune response	 41	0.995592772037432	1	8	33	1613	2717	0.526143151622756
GO:0006957	complement activation, alternative pathway	  5	1	1	0	5	1621	2745	0
GO:0006958	complement activation, classical pathway	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0006959	humoral immune response	  7	0.235439100009758	0.874292856505159	4	3	1617	2747	1.54084780118093
GO:0006970	response to osmotic stress	  6	0.395387391728158	0.98536875238176	3	3	1618	2747	1.34824182603331
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0006979	response to oxidative stress	 48	0.0450860569338867	0.524354507674187	24	24	1597	2726	1.34824182603331
GO:0006983	ER overload response	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0006986	response to unfolded protein	 17	0.269741605445141	0.875971320293472	8	9	1613	2741	1.26893348332547
GO:0006997	nucleus organization	  9	0.709677010709356	1	3	6	1618	2744	0.898827884022208
GO:0006998	nuclear envelope organization	  8	0.9755447117189	1	1	7	1620	2743	0.337060456508328
GO:0007005	mitochondrion organization	 17	0.0190544666017356	0.363364088011944	11	6	1610	2744	1.74478353957252
GO:0007009	plasma membrane organization	 12	0.111452854572757	0.710114109470648	7	5	1614	2745	1.57294879703886
GO:0007010	cytoskeleton organization	 37	0.390093970375304	0.98536875238176	15	22	1606	2728	1.09316904813512
GO:0007015	actin filament organization	 39	0.0485517584409444	0.528541035757744	20	19	1601	2731	1.38281212926494
GO:0007017	microtubule-based process	 11	0.837750994012784	1	3	8	1618	2742	0.735404632381807
GO:0007018	microtubule-based movement	 20	0.47666871145095	1	8	12	1613	2738	1.07859346082665
GO:0007020	microtubule nucleation	  7	0.515348610516959	1	3	4	1618	2746	1.1556358508857
GO:0007026	negative regulation of microtubule depolymerization	  8	0.339218565637772	0.969924578864316	4	4	1617	2746	1.34824182603331
GO:0007029	endoplasmic reticulum organization	 13	0.166705340484931	0.79358399189249	7	6	1614	2744	1.45195273572818
GO:0007030	Golgi organization	 34	0.931641194952811	1	9	25	1612	2725	0.713775084370577
GO:0007031	peroxisome organization	  8	0.621026637444471	1	3	5	1618	2745	1.01118136952498
GO:0007032	endosome organization	 11	0.631049008593145	1	4	7	1617	2743	0.980539509842409
GO:0007034	vacuolar transport	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0007040	lysosome organization	 10	0.295751712156876	0.928961961772567	5	5	1616	2745	1.34824182603331
GO:0007041	lysosomal transport	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0007042	lysosomal lumen acidification	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0007043	cell-cell junction assembly	  7	0.515348610516959	1	3	4	1618	2746	1.1556358508857
GO:0007050	cell cycle arrest	 31	0.00517525861770817	0.215394602094389	19	12	1602	2738	1.652683528686
GO:0007051	spindle organization	  7	0.0123627495615496	0.280712908695187	6	1	1615	2749	2.31127170177139
GO:0007052	mitotic spindle organization	 19	0.00544393223214209	0.215394602094389	13	6	1608	2744	1.84496249878243
GO:0007059	chromosome segregation	 37	0.0530322793731092	0.528541035757744	19	18	1602	2732	1.38468079430448
GO:0007062	sister chromatid cohesion	  9	0.902857070547847	1	2	7	1619	2743	0.599218589348139
GO:0007064	mitotic sister chromatid cohesion	  7	0.515348610516959	1	3	4	1618	2746	1.1556358508857
GO:0007076	mitotic chromosome condensation	  7	0.0705706660816002	0.528541035757744	5	2	1616	2748	1.92605975147616
GO:0007080	mitotic metaphase plate congression	 16	0.0934465963216342	0.641128805938118	9	7	1612	2743	1.51677205428748
GO:0007088	regulation of mitotic nuclear division	  8	0.131659634381745	0.710114109470648	5	3	1616	2747	1.68530228254164
GO:0007093	mitotic cell cycle checkpoint	 11	0.387196429366767	0.98536875238176	5	6	1616	2744	1.22567438730301
GO:0007094	mitotic spindle assembly checkpoint	 15	0.000863865075140181	0.0757055033558294	12	3	1609	2747	2.1571869216533
GO:0007095	mitotic G2 DNA damage checkpoint	  9	0.709677010709356	1	3	6	1618	2744	0.898827884022208
GO:0007097	nuclear migration	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0007098	centrosome cycle	 15	0.302496509430501	0.928961961772567	7	8	1614	2742	1.25835903763109
GO:0007100	mitotic centrosome separation	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0007131	reciprocal meiotic recombination	  8	0.131659634381745	0.710114109470648	5	3	1616	2747	1.68530228254164
GO:0007140	male meiotic nuclear division	  5	0.268307979032342	0.874292856505159	3	2	1618	2748	1.61789019123998
GO:0007154	cell communication	 11	0.387196429366767	0.98536875238176	5	6	1616	2744	1.22567438730301
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	 20	0.302943554817828	0.928961961772567	9	11	1612	2739	1.21341764342998
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	 14	0.423351680119263	1	6	8	1615	2742	1.1556358508857
GO:0007159	leukocyte cell-cell adhesion	 11	0.837750994012784	1	3	8	1618	2742	0.735404632381807
GO:0007160	cell-matrix adhesion	 31	0.22544283844604	0.874292856505159	14	17	1607	2733	1.21776681061073
GO:0007162	negative regulation of cell adhesion	 14	0.231314488765893	0.874292856505159	7	7	1614	2743	1.34824182603331
GO:0007163	establishment or maintenance of cell polarity	 18	0.52551977682233	1	7	11	1614	2739	1.04863253135924
GO:0007166	cell surface receptor signaling pathway	 30	0.727452192870463	1	10	20	1611	2730	0.898827884022209
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	 19	0.959788874898685	1	4	15	1617	2735	0.567680768856132
GO:0007173	epidermal growth factor receptor signaling pathway	 12	0.260583248437255	0.874292856505159	6	6	1615	2744	1.34824182603331
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0007179	transforming growth factor beta receptor signaling pathway	 38	0.942510427695217	1	10	28	1611	2722	0.709600961070165
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	  6	0.938108378346802	1	1	5	1620	2745	0.449413942011104
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	 15	0.990663624112368	1	2	13	1619	2737	0.359531153608883
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	 16	0.968816490672672	1	3	13	1618	2737	0.505590684762492
GO:0007190	activation of adenylate cyclase activity	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	 14	0.938074818776605	1	3	11	1618	2739	0.577817925442848
GO:0007194	negative regulation of adenylate cyclase activity	  5	1	1	0	5	1621	2745	0
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	 11	0.993932037689796	1	1	10	1620	2740	0.245134877460602
GO:0007204	positive regulation of cytosolic calcium ion concentration	 45	0.838638218805193	1	14	31	1607	2719	0.838906025087395
GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	  5	0.611006382880356	1	2	3	1619	2747	1.07859346082665
GO:0007212	dopamine receptor signaling pathway	  8	0.859928168361515	1	2	6	1619	2744	0.674120913016656
GO:0007214	gamma-aminobutyric acid signaling pathway	  9	0.4437258909147	1	4	5	1617	2745	1.19843717869628
GO:0007218	neuropeptide signaling pathway	 16	0.999407101220192	1	1	15	1620	2735	0.168530228254164
GO:0007219	Notch signaling pathway	 33	0.0302523999320867	0.448933792822859	18	15	1603	2735	1.47080926476361
GO:0007224	smoothened signaling pathway	 11	0.387196429366767	0.98536875238176	5	6	1616	2744	1.22567438730301
GO:0007229	integrin-mediated signaling pathway	 34	0.8670646243243	1	10	24	1611	2726	0.793083427078419
GO:0007249	I-kappaB kinase/NF-kappaB signaling	 14	0.998496226027045	1	1	13	1620	2737	0.192605975147616
GO:0007254	JNK cascade	  8	0.9755447117189	1	1	7	1620	2743	0.337060456508328
GO:0007257	activation of JUN kinase activity	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0007259	receptor signaling pathway via JAK-STAT	  9	0.709677010709356	1	3	6	1618	2744	0.898827884022208
GO:0007264	small GTPase mediated signal transduction	 31	0.869347738465423	1	9	22	1612	2728	0.782850092535472
GO:0007265	Ras protein signal transduction	 17	0.0190544666017356	0.363364088011944	11	6	1610	2744	1.74478353957252
GO:0007266	Rho protein signal transduction	 30	0.964366862232025	1	7	23	1614	2727	0.629179518815546
GO:0007267	cell-cell signaling	 22	0.952097071141428	1	5	17	1616	2733	0.612837193651506
GO:0007268	chemical synaptic transmission	 37	0.92838564783966	1	10	27	1611	2723	0.728779365423412
GO:0007269	neurotransmitter secretion	  7	0.800202785632254	1	2	5	1619	2745	0.770423900590465
GO:0007271	synaptic transmission, cholinergic	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0007274	neuromuscular synaptic transmission	  9	0.4437258909147	1	4	5	1617	2745	1.19843717869628
GO:0007276	gamete generation	  7	0.800202785632254	1	2	5	1619	2745	0.770423900590465
GO:0007281	germ cell development	 12	0.260583248437255	0.874292856505159	6	6	1615	2744	1.34824182603331
GO:0007286	spermatid development	 18	0.945046361577901	1	4	14	1617	2736	0.599218589348139
GO:0007338	single fertilization	 13	0.913779546461806	1	3	10	1618	2740	0.622265458169221
GO:0007339	binding of sperm to zona pellucida	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0007346	regulation of mitotic cell cycle	 35	0.807059187470968	1	11	24	1610	2726	0.847466290649511
GO:0007368	determination of left/right symmetry	 12	0.0362473632093955	0.448933792822859	8	4	1613	2746	1.79765576804442
GO:0007369	gastrulation	 13	0.913779546461806	1	3	10	1618	2740	0.622265458169221
GO:0007389	pattern specification process	 12	0.111452854572757	0.710114109470648	7	5	1614	2745	1.57294879703886
GO:0007405	neuroblast proliferation	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0007409	axonogenesis	 19	0.88976193662496	1	5	14	1616	2736	0.709600961070165
GO:0007411	axon guidance	 37	0.390093970375304	0.98536875238176	15	22	1606	2728	1.09316904813512
GO:0007413	axonal fasciculation	  5	0.0664052440141702	0.528541035757744	4	1	1617	2749	2.1571869216533
GO:0007416	synapse assembly	 12	0.47763441574499	1	5	7	1616	2743	1.12353485502776
GO:0007417	central nervous system development	 20	0.47666871145095	1	8	12	1613	2738	1.07859346082665
GO:0007420	brain development	 75	0.0548534678590462	0.528541035757744	35	40	1586	2710	1.25835903763109
GO:0007422	peripheral nervous system development	  7	0.0123627495615496	0.280712908695187	6	1	1615	2749	2.31127170177139
GO:0007492	endoderm development	 11	0.954443776392988	1	2	9	1619	2741	0.490269754921205
GO:0007498	mesoderm development	  6	0.938108378346802	1	1	5	1620	2745	0.449413942011104
GO:0007507	heart development	 89	0.112288644189382	0.710114109470648	39	50	1582	2700	1.18160519584942
GO:0007512	adult heart development	  6	0.718815878456455	1	2	4	1619	2746	0.898827884022209
GO:0007517	muscle organ development	 20	0.302943554817828	0.928961961772567	9	11	1612	2739	1.21341764342998
GO:0007519	skeletal muscle tissue development	 28	0.0550817326472331	0.528541035757744	15	13	1606	2737	1.44454481360712
GO:0007520	myoblast fusion	  8	0.339218565637772	0.969924578864316	4	4	1617	2746	1.34824182603331
GO:0007528	neuromuscular junction development	 10	0.121417105926346	0.710114109470648	6	4	1615	2746	1.61789019123998
GO:0007565	female pregnancy	 19	0.88976193662496	1	5	14	1616	2736	0.709600961070165
GO:0007566	embryo implantation	 17	0.00516428859533739	0.215394602094389	12	5	1609	2745	1.90340022498821
GO:0007568	aging	 73	0.200333746708658	0.874292856505159	31	42	1590	2708	1.14508209882281
GO:0007569	cell aging	 13	0.0640935809337508	0.528541035757744	8	5	1613	2745	1.65937455511792
GO:0007584	response to nutrient	 29	0.076056669223745	0.557943924741371	15	14	1606	2736	1.39473292348274
GO:0007585	respiratory gaseous exchange by respiratory system	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0007595	lactation	 16	0.377175534783405	0.98536875238176	7	9	1614	2741	1.17971159777915
GO:0007596	blood coagulation	 18	0.71158646990997	1	6	12	1615	2738	0.898827884022208
GO:0007599	hemostasis	 13	0.772092592176301	1	4	9	1617	2741	0.829687277558962
GO:0007601	visual perception	 38	0.989579664075494	1	8	30	1613	2720	0.567680768856132
GO:0007602	phototransduction	  6	0.938108378346802	1	1	5	1620	2745	0.449413942011104
GO:0007605	sensory perception of sound	 38	0.207094745431915	0.874292856505159	17	21	1604	2729	1.20632163381928
GO:0007608	sensory perception of smell	 19	0.999853366182147	1	1	18	1620	2732	0.141920192214033
GO:0007611	learning or memory	 21	0.367346836281681	0.98536875238176	9	12	1612	2738	1.1556358508857
GO:0007612	learning	  9	0.0701198146538523	0.528541035757744	6	3	1615	2747	1.79765576804442
GO:0007613	memory	 24	0.560074321941117	1	9	15	1612	2735	1.01118136952498
GO:0007616	long-term memory	 13	0.341050026682105	0.969924578864316	6	7	1615	2743	1.24453091633844
GO:0007623	circadian rhythm	 36	0.340946569381681	0.969924578864316	15	21	1606	2729	1.12353485502776
GO:0007626	locomotory behavior	 22	0.952097071141428	1	5	17	1616	2733	0.612837193651506
GO:0007628	adult walking behavior	  9	0.208584409041611	0.874292856505159	5	4	1616	2746	1.49804647337035
GO:0008009	chemokine activity	  6	0.395387391728158	0.98536875238176	3	3	1618	2747	1.34824182603331
GO:0008013	beta-catenin binding	 17	0.135312010717701	0.710114109470648	9	8	1612	2742	1.42755016874115
GO:0008016	regulation of heart contraction	 12	0.111452854572757	0.710114109470648	7	5	1614	2745	1.57294879703886
GO:0008017	microtubule binding	 62	0.0439538826959579	0.523966909971398	30	32	1591	2718	1.30475015422579
GO:0008021	synaptic vesicle	 44	0.596166352523985	1	16	28	1605	2722	0.980539509842409
GO:0008022	protein C-terminus binding	 82	0.236508538949438	0.874292856505159	34	48	1587	2702	1.11805419719836
GO:0008023	transcription elongation factor complex	  7	1	1	0	7	1621	2743	0
GO:0008033	tRNA processing	 19	0.88976193662496	1	5	14	1616	2736	0.709600961070165
GO:0008045	motor neuron axon guidance	 10	0.295751712156876	0.928961961772567	5	5	1616	2745	1.34824182603331
GO:0008047	enzyme activator activity	 11	0.631049008593145	1	4	7	1617	2743	0.980539509842409
GO:0008076	voltage-gated potassium channel complex	 13	0.913779546461806	1	3	10	1618	2740	0.622265458169221
GO:0008080	N-acetyltransferase activity	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0008081	phosphoric diester hydrolase activity	 14	0.824696881307542	1	4	10	1617	2740	0.770423900590465
GO:0008083	growth factor activity	 44	0.15899782383781	0.776267532423164	20	24	1601	2726	1.22567438730301
GO:0008089	anterograde axonal transport	  9	0.902857070547847	1	2	7	1619	2743	0.599218589348139
GO:0008090	retrograde axonal transport	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0008092	cytoskeletal protein binding	 35	0.0279143341837555	0.448381840769795	19	16	1602	2734	1.46380541112188
GO:0008094	DNA-dependent ATPase activity	 14	0.938074818776605	1	3	11	1618	2739	0.577817925442848
GO:0008104	protein localization	 22	0.432829769572727	1	9	13	1612	2737	1.10310694857271
GO:0008131	primary amine oxidase activity	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0008137	NADH dehydrogenase (ubiquinone) activity	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	 12	0.260583248437255	0.874292856505159	6	6	1615	2744	1.34824182603331
GO:0008139	nuclear localization sequence binding	  9	0.902857070547847	1	2	7	1619	2743	0.599218589348139
GO:0008143	poly(A) binding	 10	1	1	0	10	1621	2740	0
GO:0008144	drug binding	 29	0.532455752163122	1	11	18	1610	2732	1.02280414388734
GO:0008146	sulfotransferase activity	 15	0.708911907066413	1	5	10	1616	2740	0.898827884022209
GO:0008152	metabolic process	 50	0.0413350225170593	0.499976906207156	25	25	1596	2725	1.34824182603331
GO:0008154	actin polymerization or depolymerization	  7	0.235439100009758	0.874292856505159	4	3	1617	2747	1.54084780118093
GO:0008156	negative regulation of DNA replication	  7	0.961092643799227	1	1	6	1620	2744	0.385211950295232
GO:0008168	methyltransferase activity	 32	0.166470575396627	0.79358399189249	15	17	1606	2733	1.26397671190623
GO:0008179	adenylate cyclase binding	  6	0.395387391728158	0.98536875238176	3	3	1618	2747	1.34824182603331
GO:0008180	COP9 signalosome	 11	0.186018051505006	0.848800072337835	6	5	1615	2745	1.47080926476361
GO:0008201	heparin binding	 55	0.00110915747061394	0.083507882195434	32	23	1589	2727	1.56886321574785
GO:0008202	steroid metabolic process	 37	0.000530922666337856	0.0629462976018837	24	13	1597	2737	1.74907047701619
GO:0008203	cholesterol metabolic process	 31	0.00517525861770817	0.215394602094389	19	12	1602	2738	1.652683528686
GO:0008210	estrogen metabolic process	  6	0.718815878456455	1	2	4	1619	2746	0.898827884022209
GO:0008217	regulation of blood pressure	 18	0.0855106932405852	0.608572371545558	10	8	1611	2742	1.49804647337035
GO:0008219	cell death	 10	0.542375343419917	1	4	6	1617	2744	1.07859346082665
GO:0008234	cysteine-type peptidase activity	 42	0.906707059588054	1	12	30	1609	2720	0.770423900590464
GO:0008236	serine-type peptidase activity	 40	0.984301986726836	1	9	31	1612	2719	0.606708821714991
GO:0008237	metallopeptidase activity	 33	0.599420754318958	1	12	21	1609	2729	0.980539509842409
GO:0008253	5	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0008266	poly(U) RNA binding	  5	0.901559628365078	1	1	4	1620	2746	0.539296730413325
GO:0008277	regulation of G protein-coupled receptor signaling pathway	  9	0.709677010709356	1	3	6	1618	2744	0.898827884022208
GO:0008278	cohesin complex	  6	1	1	0	6	1621	2744	0
GO:0008283	cell population proliferation	 69	0.109468834971326	0.710114109470648	31	38	1590	2712	1.21146366976906
GO:0008286	insulin receptor signaling pathway	 21	0.543943711555115	1	8	13	1613	2737	1.02723186745395
GO:0008289	lipid binding	 61	0.0974995626712422	0.667335523450775	28	33	1593	2717	1.23773020094861
GO:0008299	isoprenoid biosynthetic process	  8	0.0339172851015134	0.448933792822859	6	2	1615	2748	2.02236273904997
