Term	Accession	Genes (tot)	Stat (non-dir.) p	p adj (non-dir.)	Significant..in.gene.set.	Non.significant..in.gene.set.	Significant..not.in.gene.set.	Non.significant..not.in.gene.set.	effect.size
GO:0005768	endosome	 67	0.951971471185812	1	16	51	576	1190	0.739411052843889
GO:0005769	early endosome	 25	0.588070309694231	1	8	17	584	1224	0.990810810810811
GO:0005770	late endosome	 17	0.850953959806905	1	4	13	588	1228	0.728537360890302
GO:0005771	multivesicular body	  5	0.858122331328609	1	1	4	591	1237	0.619256756756757
GO:0005776	autophagosome	  8	0.237355486348997	1	4	4	588	1237	1.54814189189189
GO:0005777	peroxisome	 10	0.412375242636035	1	4	6	588	1235	1.23851351351351
GO:0005788	endoplasmic reticulum lumen	 11	0.106447717586912	1	6	5	586	1236	1.68888206388206
GO:0005789	endoplasmic reticulum membrane	 75	0.279924612081011	1	27	48	565	1193	1.11466216216216
GO:0005790	smooth endoplasmic reticulum	  5	0.51862524218769	1	2	3	590	1238	1.23851351351351
GO:0005791	rough endoplasmic reticulum	  9	0.597360339990408	1	3	6	589	1235	1.03209459459459
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	  9	0.324151580820872	1	4	5	588	1236	1.37612612612613
GO:0005795	Golgi stack	  8	0.237355486348997	1	4	4	588	1237	1.54814189189189
GO:0005801	cis-Golgi network	  8	0.0772879111558149	0.91997351348839	5	3	587	1238	1.93517736486486
GO:0005802	trans-Golgi network	 19	0.612473318507537	1	6	13	586	1228	0.977773826458037
GO:0005813	centrosome	 73	0.603246059776144	1	23	50	569	1191	0.975541466123658
GO:0005814	centriole	 13	0.993847448446202	1	1	12	591	1229	0.238175675675676
GO:0005815	microtubule organizing center	 48	0.493252504731151	1	16	32	576	1209	1.03209459459459
GO:0005819	spindle	 21	0.359406948793292	1	8	13	584	1228	1.17953667953668
GO:0005834	heterotrimeric G-protein complex	  5	0.194485048839898	1	3	2	589	1239	1.85777027027027
GO:0005840	ribosome	  9	0.842454396339836	1	2	7	590	1234	0.688063063063063
GO:0005844	polysome	  5	0.858122331328609	1	1	4	591	1237	0.619256756756757
GO:0005865	striated muscle thin filament	  6	0.904069585077768	1	1	5	591	1236	0.516047297297297
GO:0005868	cytoplasmic dynein complex	  7	0.717564476263447	1	2	5	590	1236	0.88465250965251
GO:0005874	microtubule	 33	0.884473033013128	1	8	25	584	1216	0.750614250614251
GO:0005882	intermediate filament	  9	1	1	0	9	592	1232	0
GO:0005884	actin filament	  8	0.506290753600563	1	3	5	589	1236	1.16110641891892
GO:0005887	integral component of plasma membrane	 73	0.401768707487358	1	25	48	567	1193	1.06037115883006
GO:0005901	caveola	 13	0.0884771039866617	0.91997351348839	7	6	585	1235	1.66722972972973
GO:0005905	clathrin-coated pit	  8	0.956177301222405	1	1	7	591	1234	0.387035472972973
GO:0005911	cell-cell junction	 25	0.417990580938668	1	9	16	583	1225	1.11466216216216
GO:0005912	adherens junction	 17	0.688153427972771	1	5	12	587	1229	0.910671701112878
GO:0005923	bicellular tight junction	 12	0.799203937672817	1	3	9	589	1232	0.774070945945946
GO:0005925	focal adhesion	 21	0.207470041125133	1	9	12	583	1229	1.32697876447876
GO:0005929	cilium	 41	0.591677653790111	1	13	28	579	1213	0.981748516809492
GO:0005930	axoneme	 10	0.676639667427998	1	3	7	589	1234	0.928885135135135
GO:0005938	cell cortex	 15	0.562599233830235	1	5	10	587	1231	1.03209459459459
GO:0005942	phosphatidylinositol 3-kinase complex	  5	0.51862524218769	1	2	3	590	1238	1.23851351351351
GO:0005975	carbohydrate metabolic process	 12	0.156870656517658	1	6	6	586	1235	1.54814189189189
GO:0006006	glucose metabolic process	  6	0.299103601397446	1	3	3	589	1238	1.54814189189189
GO:0006259	DNA metabolic process	  5	0.0401325758171401	0.786756256242643	4	1	588	1240	2.47702702702703
GO:0006260	DNA replication	  7	0.405440028381225	1	3	4	589	1237	1.32697876447876
GO:0006281	DNA repair	 34	0.702672581211974	1	10	24	582	1217	0.910671701112878
GO:0006302	double-strand break repair	  8	0.237355486348997	1	4	4	588	1237	1.54814189189189
GO:0006310	DNA recombination	  7	0.405440028381225	1	3	4	589	1237	1.32697876447876
GO:0006325	chromatin organization	 41	0.899431520009584	1	10	31	582	1210	0.755191166776533
GO:0006334	nucleosome assembly	  5	0.858122331328609	1	1	4	591	1237	0.619256756756757
GO:0006338	chromatin remodeling	 10	0.980002062751052	1	1	9	591	1232	0.309628378378378
GO:0006351	transcription, DNA-templated	 16	0.232807063879924	1	7	9	585	1232	1.35462415540541
GO:0006357	regulation of transcription by RNA polymerase II	 43	0.929784191235447	1	10	33	582	1208	0.720065996228787
GO:0006364	rRNA processing	  6	0.0898664962823503	0.91997351348839	4	2	588	1239	2.06418918918919
GO:0006366	transcription by RNA polymerase II	 11	0.986496181704084	1	1	10	591	1231	0.281480343980344
GO:0006376	mRNA splice site selection	  5	0.51862524218769	1	2	3	590	1238	1.23851351351351
GO:0006378	mRNA polyadenylation	  6	1	1	0	6	592	1235	0
GO:0006397	mRNA processing	 40	0.289909828734897	1	15	25	577	1216	1.16110641891892
GO:0006401	RNA catabolic process	  5	0.194485048839898	1	3	2	589	1239	1.85777027027027
GO:0006412	translation	 16	0.930817758106043	1	3	13	589	1228	0.58055320945946
GO:0006417	regulation of translation	 19	0.0520588458218222	0.91997351348839	10	9	582	1232	1.62962304409673
GO:0006457	protein folding	 12	0.577270197499861	1	4	8	588	1233	1.03209459459459
GO:0006464	cellular protein modification process	  6	0.299103601397446	1	3	3	589	1238	1.54814189189189
GO:0006468	protein phosphorylation	 78	0.922805047873497	1	20	58	572	1183	0.793918918918919
GO:0006469	negative regulation of protein kinase activity	 12	0.990883810919881	1	1	11	591	1230	0.258023648648649
GO:0006470	protein dephosphorylation	 25	0.264833978028443	1	10	15	582	1226	1.23851351351351
GO:0006486	protein glycosylation	 23	0.476714598958629	1	8	15	584	1226	1.07696827262045
GO:0006487	protein N-linked glycosylation	  6	0.299103601397446	1	3	3	589	1238	1.54814189189189
GO:0006493	protein O-linked glycosylation	  8	0.787989050484408	1	2	6	590	1235	0.774070945945946
GO:0006508	proteolysis	 45	0.497002857031135	1	15	30	577	1211	1.03209459459459
GO:0006511	ubiquitin-dependent protein catabolic process	 28	0.158317859695467	1	12	16	580	1225	1.32697876447876
GO:0006513	protein monoubiquitination	  6	0.299103601397446	1	3	3	589	1238	1.54814189189189
GO:0006605	protein targeting	  5	1	1	0	5	592	1236	0
GO:0006606	protein import into nucleus	 10	0.412375242636035	1	4	6	588	1235	1.23851351351351
GO:0006612	protein targeting to membrane	  6	0.904069585077768	1	1	5	591	1236	0.516047297297297
GO:0006629	lipid metabolic process	 45	0.00618689277677961	0.510717762904018	23	22	569	1219	1.58254504504505
GO:0006631	fatty acid metabolic process	  8	0.0772879111558149	0.91997351348839	5	3	587	1238	1.93517736486486
GO:0006665	sphingolipid metabolic process	  8	0.0772879111558149	0.91997351348839	5	3	587	1238	1.93517736486486
GO:0006694	steroid biosynthetic process	  7	0.405440028381225	1	3	4	589	1237	1.32697876447876
GO:0006695	cholesterol biosynthetic process	  5	0.51862524218769	1	2	3	590	1238	1.23851351351351
GO:0006811	ion transport	 46	0.41199412448774	1	16	30	576	1211	1.07696827262045
GO:0006812	cation transport	  6	0.904069585077768	1	1	5	591	1236	0.516047297297297
GO:0006813	potassium ion transport	 10	0.676639667427998	1	3	7	589	1234	0.928885135135135
GO:0006814	sodium ion transport	  8	0.237355486348997	1	4	4	588	1237	1.54814189189189
GO:0006816	calcium ion transport	  9	0.842454396339836	1	2	7	590	1234	0.688063063063063
GO:0006821	chloride transport	  7	0.935153769880156	1	1	6	591	1235	0.442326254826255
GO:0006865	amino acid transport	  7	0.00566182404642529	0.510717762904018	6	1	586	1240	2.65395752895753
GO:0006869	lipid transport	 15	0.562599233830235	1	5	10	587	1231	1.03209459459459
GO:0006874	cellular calcium ion homeostasis	  9	0.324151580820872	1	4	5	588	1236	1.37612612612613
GO:0006886	intracellular protein transport	 38	0.460402103377863	1	13	25	579	1216	1.05925497866287
GO:0006887	exocytosis	  8	0.237355486348997	1	4	4	588	1237	1.54814189189189
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	 11	0.262956396857475	1	5	6	587	1235	1.40740171990172
GO:0006893	Golgi to plasma membrane transport	  6	0.628386062582812	1	2	4	590	1237	1.03209459459459
GO:0006897	endocytosis	 26	0.314220205626154	1	10	16	582	1225	1.19087837837838
GO:0006914	autophagy	 18	0.882407555321744	1	4	14	588	1227	0.688063063063063
GO:0006915	apoptotic process	 43	0.869470159329299	1	11	32	581	1209	0.792072595851666
GO:0006935	chemotaxis	  7	0.717564476263447	1	2	5	590	1236	0.88465250965251
GO:0006936	muscle contraction	  8	0.956177301222405	1	1	7	591	1234	0.387035472972973
GO:0006952	defense response	  6	0.628386062582812	1	2	4	590	1237	1.03209459459459
GO:0006954	inflammatory response	 22	0.41824596570168	1	8	14	584	1227	1.12592137592138
GO:0006955	immune response	  7	0.405440028381225	1	3	4	589	1237	1.32697876447876
GO:0006974	cellular response to DNA damage stimulus	 59	0.665234959488223	1	18	41	574	1200	0.944628950984883
GO:0006979	response to oxidative stress	 12	0.338731925671629	1	5	7	587	1234	1.29011824324324
GO:0006986	response to unfolded protein	  5	0.858122331328609	1	1	4	591	1237	0.619256756756757
GO:0006998	nuclear envelope organization	  6	0.904069585077768	1	1	5	591	1236	0.516047297297297
GO:0007005	mitochondrion organization	  7	0.405440028381225	1	3	4	589	1237	1.32697876447876
GO:0007009	plasma membrane organization	  5	0.0401325758171401	0.786756256242643	4	1	588	1240	2.47702702702703
GO:0007010	cytoskeleton organization	 12	0.799203937672817	1	3	9	589	1232	0.774070945945946
GO:0007015	actin filament organization	 17	0.292345979802515	1	7	10	585	1231	1.27494038155803
GO:0007018	microtubule-based movement	  6	0.904069585077768	1	1	5	591	1236	0.516047297297297
GO:0007030	Golgi organization	 13	0.84424880882489	1	3	10	589	1231	0.714527027027027
GO:0007032	endosome organization	  6	0.0898664962823503	0.91997351348839	4	2	588	1239	2.06418918918919
GO:0007049	cell cycle	 72	0.369663678013505	1	25	47	567	1194	1.07509853603604
GO:0007050	cell cycle arrest	  7	0.0392750944298088	0.786756256242643	5	2	587	1239	2.21163127413127
GO:0007059	chromosome segregation	 11	0.497757440223783	1	4	7	588	1234	1.12592137592138
