Term	Accession	Genes (tot)	Stat (non-dir.) p	p adj (non-dir.)	Significant..in.gene.set.	Non.significant..in.gene.set.	Significant..not.in.gene.set.	Non.significant..not.in.gene.set.	effect.size
R-MMU-1474228	Degradation of the extracellular matrix	 6	0.0977538248902528	0.837370820617278	4	2	270	550	2.00973236009732
R-MMU-1474244	Extracellular matrix organization	19	0.272185433137309	1	8	11	266	541	1.26930464848252
R-MMU-1474290	Collagen formation	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-1483206	Glycerophospholipid biosynthesis	 9	0.0405798308766992	0.837370820617278	6	3	268	549	2.00973236009732
R-MMU-1483249	Inositol phosphate metabolism	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-1483255	PI Metabolism	14	0.736717346422569	1	4	10	270	542	0.861313868613139
R-MMU-1483257	Phospholipid metabolism	23	0.198542102113016	0.943798638297247	10	13	264	539	1.31069501745478
R-MMU-1500931	Cell-Cell communication	 9	0.973989148791738	1	1	8	273	544	0.334955393349554
R-MMU-157118	Signaling by NOTCH	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-15869	Metabolism of nucleotides	10	0.436301619316206	1	4	6	270	546	1.20583941605839
R-MMU-159230	Transport of the SLBP Dependant Mature mRNA	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-159231	Transport of Mature mRNA Derived from an Intronless Transcript	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-159234	Transport of Mature mRNAs Derived from Intronless Transcripts	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	 7	0.941224495142455	1	1	6	273	546	0.430656934306569
R-MMU-1630316	Glycosaminoglycan metabolism	12	0.172868101485888	0.943798638297247	6	6	268	546	1.50729927007299
R-MMU-163125	Post-translational modification: synthesis of GPI-anchored proteins	 9	0.619828002632603	1	3	6	271	546	1.00486618004866
R-MMU-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-1632852	Macroautophagy	12	0.603434868613906	1	4	8	270	544	1.00486618004866
R-MMU-163685	Integration of energy metabolism	 7	0.169888635632393	0.943798638297247	4	3	270	549	1.72262773722628
R-MMU-1640170	Cell Cycle	63	0.992225630996208	1	13	50	261	502	0.6220600162206
R-MMU-1650814	Collagen biosynthesis and modifying enzymes	 6	0.0170939910604051	0.837370820617278	5	1	269	551	2.51216545012165
R-MMU-165159	mTOR signalling	 8	0.803579295732476	1	2	6	272	546	0.753649635036496
R-MMU-166016	Toll Like Receptor 4 (TLR4) Cascade	 9	0.141130357454727	0.933459976862636	5	4	269	548	1.67477696674777
R-MMU-1660499	Synthesis of PIPs at the plasma membrane	 8	0.52828889691252	1	3	5	271	547	1.13047445255474
R-MMU-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-1660662	Glycosphingolipid metabolism	 5	0.043980602337021	0.837370820617278	4	1	270	551	2.41167883211679
R-MMU-166166	MyD88-independent TLR4 cascade 	 7	0.169888635632393	0.943798638297247	4	3	270	549	1.72262773722628
R-MMU-166208	mTORC1-mediated signalling	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-166520	Signaling by NTRKs	10	0.436301619316206	1	4	6	270	546	1.20583941605839
R-MMU-168138	Toll Like Receptor 9 (TLR9) Cascade	 9	0.141130357454727	0.933459976862636	5	4	269	548	1.67477696674777
R-MMU-168142	Toll Like Receptor 10 (TLR10) Cascade	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-168164	Toll Like Receptor 3 (TLR3) Cascade	 7	0.169888635632393	0.943798638297247	4	3	270	549	1.72262773722628
R-MMU-168176	Toll Like Receptor 5 (TLR5) Cascade	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-168179	Toll Like Receptor TLR1:TLR2 Cascade	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-168188	Toll Like Receptor TLR6:TLR2 Cascade	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-168249	Innate Immune System	68	0.395443866908953	1	24	44	250	508	1.06397595534564
R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	 5	0.206887671400502	0.943798638297247	3	2	271	550	1.80875912408759
R-MMU-168898	Toll-like Receptor Cascades	11	0.283925241011232	1	5	6	269	546	1.37027206370272
R-MMU-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-170834	Signaling by TGF-beta Receptor Complex	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-174143	APC/C-mediated degradation of cell cycle proteins	 5	1	1	0	5	274	547	0
R-MMU-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	 5	1	1	0	5	274	547	0
R-MMU-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	 5	1	1	0	5	274	547	0
R-MMU-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	 5	1	1	0	5	274	547	0
R-MMU-177929	Signaling by EGFR	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-1793185	Chondroitin sulfate/dermatan sulfate metabolism	 6	0.0977538248902528	0.837370820617278	4	2	270	550	2.00973236009732
R-MMU-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	 5	1	1	0	5	274	547	0
R-MMU-181438	Toll Like Receptor 2 (TLR2) Cascade	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-1834949	Cytosolic sensors of pathogen-associated DNA 	 5	0.043980602337021	0.837370820617278	4	1	270	551	2.41167883211679
R-MMU-1852241	Organelle biogenesis and maintenance	32	0.658882033965017	1	10	22	264	530	0.94206204379562
R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol	 5	0.206887671400502	0.943798638297247	3	2	271	550	1.80875912408759
R-MMU-187037	Signaling by NTRK1 (TRKA)	 9	0.345210685472353	1	4	5	270	547	1.33982157339822
R-MMU-190236	Signaling by FGFR	 7	0.169888635632393	0.943798638297247	4	3	270	549	1.72262773722628
R-MMU-191273	Cholesterol biosynthesis	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-193648	NRAGE signals death through JNK	10	0.698482166911059	1	3	7	271	545	0.904379562043796
R-MMU-193704	p75 NTR receptor-mediated signalling	11	0.523373835490477	1	4	7	270	545	1.09621765096218
R-MMU-194138	Signaling by VEGF	17	0.319479278354807	1	7	10	267	542	1.24130528123658
R-MMU-194315	Signaling by Rho GTPases	48	0.77579639191957	1	14	34	260	518	0.879257907542579
R-MMU-194840	Rho GTPase cycle	18	0.385009407837945	1	7	11	267	541	1.17234387672344
R-MMU-195258	RHO GTPase Effectors	31	0.933545955272475	1	7	24	267	528	0.680715799387803
R-MMU-195721	Signaling by WNT	32	0.0332204610511735	0.837370820617278	16	16	258	536	1.50729927007299
R-MMU-196849	Metabolism of water-soluble vitamins and cofactors	19	0.450823393079983	1	7	12	267	540	1.11064156742221
R-MMU-196854	Metabolism of vitamins and cofactors	24	0.245489866813971	0.990666784109204	10	14	264	538	1.25608272506083
R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-199220	Vitamin B5 (pantothenate) metabolism	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-199418	Negative regulation of the PI3K/AKT network	17	0.517292243846817	1	6	11	268	541	1.06397595534564
R-MMU-199977	ER to Golgi Anterograde Transport	14	0.144402648354441	0.933459976862636	7	7	267	545	1.50729927007299
R-MMU-199991	Membrane Trafficking	69	0.958724134168459	1	17	52	257	500	0.742727176557706
R-MMU-199992	trans-Golgi Network Vesicle Budding	12	0.946052760917759	1	2	10	272	542	0.502433090024331
R-MMU-201451	Signaling by BMP	 7	0.169888635632393	0.943798638297247	4	3	270	549	1.72262773722628
R-MMU-201681	TCF dependent signaling in response to WNT	20	0.086663814910957	0.837370820617278	10	10	264	542	1.50729927007299
R-MMU-201722	Formation of the beta-catenin:TCF transactivating complex	 6	0.646432262768068	1	2	4	272	548	1.00486618004866
R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	 5	0.206887671400502	0.943798638297247	3	2	271	550	1.80875912408759
R-MMU-202403	TCR signaling	 9	0.619828002632603	1	3	6	271	546	1.00486618004866
R-MMU-202424	Downstream TCR signaling	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-202733	Cell surface interactions at the vascular wall	10	0.436301619316206	1	4	6	270	546	1.20583941605839
R-MMU-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	 8	0.803579295732476	1	2	6	272	546	0.753649635036496
R-MMU-2029482	Regulation of actin dynamics for phagocytic cup formation	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-204998	Cell death signalling via NRAGE, NRIF and NADE	10	0.698482166911059	1	3	7	271	545	0.904379562043796
R-MMU-210993	Tie2 Signaling	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-211000	Gene Silencing by RNA	 8	0.52828889691252	1	3	5	271	547	1.13047445255474
R-MMU-212165	Epigenetic regulation of gene expression	 8	0.803579295732476	1	2	6	272	546	0.753649635036496
R-MMU-212436	Generic Transcription Pathway	89	0.830970779201407	1	26	63	248	489	0.880669236447142
R-MMU-2132295	MHC class II antigen presentation	13	0.961589286621944	1	2	11	272	541	0.46378439079169
R-MMU-2172127	DAP12 interactions	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-2187338	Visual phototransduction	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-2262752	Cellular responses to stress	35	0.973939749760153	1	7	28	267	524	0.602919708029197
R-MMU-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	 9	0.141130357454727	0.933459976862636	5	4	269	548	1.67477696674777
R-MMU-2428924	IGF1R signaling cascade	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-2428928	IRS-related events triggered by IGF1R	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-2454202	Fc epsilon receptor (FCERI) signaling	11	0.283925241011232	1	5	6	269	546	1.37027206370272
R-MMU-2467813	Separation of Sister Chromatids	23	0.974133829045925	1	4	19	270	533	0.524278006981911
R-MMU-2500257	Resolution of Sister Chromatid Cohesion	18	0.898347762444295	1	4	14	270	538	0.669910786699108
R-MMU-2555396	Mitotic Metaphase and Anaphase	25	0.985647376898786	1	4	21	270	531	0.482335766423358
R-MMU-2559582	Senescence-Associated Secretory Phenotype (SASP)	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-2559583	Cellular Senescence	 8	0.960888095058166	1	1	7	273	545	0.376824817518248
R-MMU-2565942	Regulation of PLK1 Activity at G2/M Transition	12	0.99237778627749	1	1	11	273	541	0.251216545012165
R-MMU-2672351	Stimuli-sensing channels	10	0.698482166911059	1	3	7	271	545	0.904379562043796
R-MMU-2682334	EPH-Ephrin signaling	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-2871809	FCERI mediated Ca+2 mobilization	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-2980766	Nuclear Envelope Breakdown	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-2990846	SUMOylation	16	0.447475903084931	1	6	10	268	542	1.13047445255474
R-MMU-3000178	ECM proteoglycans	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-3108214	SUMOylation of DNA damage response and repair proteins	 8	0.803579295732476	1	2	6	272	546	0.753649635036496
R-MMU-3108232	SUMO E3 ligases SUMOylate target proteins	15	0.375743477325198	1	6	9	268	543	1.20583941605839
R-MMU-3214841	PKMTs methylate histone lysines	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-3214847	HATs acetylate histones	 5	1	1	0	5	274	547	0
R-MMU-3232142	SUMOylation of ubiquitinylation proteins	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-3247509	Chromatin modifying enzymes	16	0.940827812407464	1	3	13	271	539	0.565237226277372
R-MMU-3371453	Regulation of HSF1-mediated heat shock response	 9	0.619828002632603	1	3	6	271	546	1.00486618004866
R-MMU-3371556	Cellular response to heat stress	11	0.764147791193778	1	3	8	271	544	0.822163238221632
R-MMU-352230	Amino acid transport across the plasma membrane	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-3700989	Transcriptional Regulation by TP53	35	0.651865531067809	1	11	24	263	528	0.947445255474453
R-MMU-372790	Signaling by GPCR	46	0.087608934039127	0.837370820617278	20	26	254	526	1.31069501745478
R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	 9	0.141130357454727	0.933459976862636	5	4	269	548	1.67477696674777
R-MMU-373755	Semaphorin interactions	12	0.817718765387068	1	3	9	271	543	0.753649635036496
R-MMU-373760	L1CAM interactions	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-375276	Peptide ligand-binding receptors	 6	0.0977538248902528	0.837370820617278	4	2	270	550	2.00973236009732
R-MMU-380259	Loss of Nlp from mitotic centrosomes	 9	1	1	0	9	274	543	0
R-MMU-380270	Recruitment of mitotic centrosome proteins and complexes	10	1	1	0	10	274	542	0
R-MMU-380284	Loss of proteins required for interphase microtubule organization from the centrosome	 9	1	1	0	9	274	543	0
R-MMU-380287	Centrosome maturation	10	1	1	0	10	274	542	0
R-MMU-380320	Recruitment of NuMA to mitotic centrosomes	10	1	1	0	10	274	542	0
R-MMU-380972	Energy dependent regulation of mTOR by LKB1-AMPK	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	10	0.436301619316206	1	4	6	270	546	1.20583941605839
R-MMU-382551	Transport of small molecules	53	0.622561602317881	1	17	36	257	516	0.96694670155626
R-MMU-3858494	Beta-catenin independent WNT signaling	12	0.0174827470104427	0.837370820617278	8	4	266	548	2.00973236009732
R-MMU-388396	GPCR downstream signalling	46	0.087608934039127	0.837370820617278	20	26	254	526	1.31069501745478
R-MMU-388841	Costimulation by the CD28 family	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-389356	CD28 co-stimulation	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-397014	Muscle contraction	 9	0.856079665189583	1	2	7	272	545	0.669910786699108
R-MMU-4085377	SUMOylation of SUMOylation proteins	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-4086398	Ca2+ pathway	 7	0.0436527168336477	0.837370820617278	5	2	269	550	2.15328467153285
R-MMU-4086400	PCP/CE pathway	 7	0.0436527168336477	0.837370820617278	5	2	269	550	2.15328467153285
R-MMU-416476	G alpha (q) signalling events	14	0.144402648354441	0.933459976862636	7	7	267	545	1.50729927007299
R-MMU-416482	G alpha (12/13) signalling events	12	0.603434868613906	1	4	8	270	544	1.00486618004866
R-MMU-418346	Platelet homeostasis	 8	0.085268953800267	0.837370820617278	5	3	269	549	1.88412408759124
R-MMU-418555	G alpha (s) signalling events	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-418594	G alpha (i) signalling events	20	0.086663814910957	0.837370820617278	10	10	264	542	1.50729927007299
R-MMU-422356	Regulation of insulin secretion	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-422475	Axon guidance	31	0.45843989072355	1	11	20	263	532	1.06969625618083
R-MMU-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	13	0.44291938205686	1	5	8	269	544	1.15946097697923
R-MMU-425407	SLC-mediated transmembrane transport	20	0.33128869869455	1	8	12	266	540	1.20583941605839
R-MMU-428157	Sphingolipid metabolism	 9	0.141130357454727	0.933459976862636	5	4	269	548	1.67477696674777
R-MMU-429914	Deadenylation-dependent mRNA decay	 7	0.941224495142455	1	1	6	273	546	0.430656934306569
R-MMU-432722	Golgi Associated Vesicle Biogenesis	11	0.924663761662644	1	2	9	272	543	0.548108825481088
R-MMU-4420097	VEGFA-VEGFR2 Pathway	14	0.519919430958764	1	5	9	269	543	1.07664233576642
R-MMU-442755	Activation of NMDA receptors and postsynaptic events	 6	0.646432262768068	1	2	4	272	548	1.00486618004866
R-MMU-445144	Signal transduction by L1	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	 8	0.018682974653676	0.837370820617278	6	2	268	550	2.26094890510949
R-MMU-446203	Asparagine N-linked glycosylation	29	0.0275275377813754	0.837370820617278	15	14	259	538	1.55927510697206
R-MMU-446219	Synthesis of substrates in N-glycan biosythesis	 8	0.018682974653676	0.837370820617278	6	2	268	550	2.26094890510949
R-MMU-446652	Interleukin-1 family signaling	 6	0.0977538248902528	0.837370820617278	4	2	270	550	2.00973236009732
R-MMU-446728	Cell junction organization	 5	1	1	0	5	274	547	0
R-MMU-448424	Interleukin-17 signaling	 5	0.206887671400502	0.943798638297247	3	2	271	550	1.80875912408759
R-MMU-449147	Signaling by Interleukins	20	0.086663814910957	0.837370820617278	10	10	264	542	1.50729927007299
R-MMU-450294	MAP kinase activation	 5	0.206887671400502	0.943798638297247	3	2	271	550	1.80875912408759
R-MMU-451306	Ionotropic activity of kainate receptors	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-451308	Activation of Ca-permeable Kainate Receptor	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-451326	Activation of kainate receptors upon glutamate binding	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-451927	Interleukin-2 family signaling	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-453274	Mitotic G2-G2/M phases	16	0.998529285499328	1	1	15	273	537	0.188412408759124
R-MMU-453276	Regulation of mitotic cell cycle	 5	1	1	0	5	274	547	0
R-MMU-453279	Mitotic G1 phase and G1/S transition	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-4608870	Asymmetric localization of PCP proteins	 6	0.0170939910604051	0.837370820617278	5	1	269	551	2.51216545012165
R-MMU-4615885	SUMOylation of DNA replication proteins	 6	0.646432262768068	1	2	4	272	548	1.00486618004866
R-MMU-4839726	Chromatin organization	16	0.940827812407464	1	3	13	271	539	0.565237226277372
R-MMU-500792	GPCR ligand binding	13	0.0994666996865827	0.837370820617278	7	6	267	546	1.62324536777092
R-MMU-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	 6	0.316021517910751	1	3	3	271	549	1.50729927007299
R-MMU-5173105	O-linked glycosylation	15	0.197183019095783	0.943798638297247	7	8	267	544	1.40681265206813
R-MMU-5173214	O-glycosylation of TSR domain-containing proteins	 9	0.141130357454727	0.933459976862636	5	4	269	548	1.67477696674777
R-MMU-5218920	VEGFR2 mediated vascular permeability	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-5250913	Positive epigenetic regulation of rRNA expression	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-5250924	B-WICH complex positively regulates rRNA expression	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-5357801	Programmed Cell Death	 9	0.973989148791738	1	1	8	273	544	0.334955393349554
R-MMU-5358351	Signaling by Hedgehog	13	0.674775084861482	1	4	9	270	543	0.92756878158338
R-MMU-5368287	Mitochondrial translation	 8	0.960888095058166	1	1	7	273	545	0.376824817518248
R-MMU-5389840	Mitochondrial translation elongation	 7	0.941224495142455	1	1	6	273	546	0.430656934306569
R-MMU-5419276	Mitochondrial translation termination	 8	0.960888095058166	1	1	7	273	545	0.376824817518248
R-MMU-556833	Metabolism of lipids	55	0.166971830255408	0.943798638297247	22	33	252	519	1.20583941605839
R-MMU-5578749	Transcriptional regulation by small RNAs	 8	0.52828889691252	1	3	5	271	547	1.13047445255474
R-MMU-5607764	CLEC7A (Dectin-1) signaling	 6	0.0977538248902528	0.837370820617278	4	2	270	550	2.00973236009732
R-MMU-5610787	Hedgehog 'off' state	 7	0.941224495142455	1	1	6	273	546	0.430656934306569
R-MMU-5617833	Cilium Assembly	31	0.612200113762728	1	10	21	264	531	0.972451141982576
R-MMU-5620912	Anchoring of the basal body to the plasma membrane	10	0.982712494239797	1	1	9	273	543	0.301459854014599
R-MMU-5620916	VxPx cargo-targeting to cilium	 5	0.206887671400502	0.943798638297247	3	2	271	550	1.80875912408759
R-MMU-5620920	Cargo trafficking to the periciliary membrane	12	0.36325176924362	1	5	7	269	545	1.25608272506083
R-MMU-5620922	BBSome-mediated cargo-targeting to cilium	 5	0.536295347815629	1	2	3	272	549	1.20583941605839
R-MMU-5620924	Intraflagellar transport	10	0.436301619316206	1	4	6	270	546	1.20583941605839
R-MMU-5621481	C-type lectin receptors (CLRs)	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-5625740	RHO GTPases activate PKNs	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-5627123	RHO GTPases activate PAKs	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-5628897	TP53 Regulates Metabolic Genes	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-5632684	Hedgehog 'on' state	 8	0.254508317464519	0.990666784109204	4	4	270	548	1.50729927007299
R-MMU-5633007	Regulation of TP53 Activity	19	0.921620675710136	1	4	15	270	537	0.63465232424126
R-MMU-5653656	Vesicle-mediated transport	69	0.958724134168459	1	17	52	257	500	0.742727176557706
R-MMU-5654738	Signaling by FGFR2	 6	0.0977538248902528	0.837370820617278	4	2	270	550	2.00973236009732
R-MMU-5663220	RHO GTPases Activate Formins	19	0.921620675710136	1	4	15	270	537	0.63465232424126
R-MMU-5673001	RAF/MAP kinase cascade	25	0.169905136412632	0.943798638297247	11	14	263	538	1.32642335766423
R-MMU-5683057	MAPK family signaling cascades	30	0.266399892595508	1	12	18	262	534	1.20583941605839
R-MMU-5684996	MAPK1/MAPK3 signaling	26	0.113287360831105	0.911333880463555	12	14	262	538	1.39135317237507
R-MMU-5687128	MAPK6/MAPK4 signaling	 5	1	1	0	5	274	547	0
R-MMU-5688426	Deubiquitination	25	0.888476299275353	1	6	19	268	533	0.723503649635036
R-MMU-5689880	Ub-specific processing proteases	14	0.736717346422569	1	4	10	270	542	0.861313868613139
R-MMU-5689896	Ovarian tumor domain proteases	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-5693532	DNA Double-Strand Break Repair	13	0.44291938205686	1	5	8	269	544	1.15946097697923
R-MMU-5693538	Homology Directed Repair	10	0.698482166911059	1	3	7	271	545	0.904379562043796
R-MMU-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	10	0.698482166911059	1	3	7	271	545	0.904379562043796
R-MMU-5693571	Nonhomologous End-Joining (NHEJ)	 6	1	1	0	6	274	546	0
R-MMU-5693606	DNA Double Strand Break Response	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-5693607	Processing of DNA double-strand break ends	 7	0.941224495142455	1	1	6	273	546	0.430656934306569
R-MMU-5696398	Nucleotide Excision Repair	 9	0.856079665189583	1	2	7	272	545	0.669910786699108
R-MMU-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-606279	Deposition of new CENPA-containing nucleosomes at the centromere	 7	0.42562117961952	1	3	4	271	548	1.29197080291971
R-MMU-611105	Respiratory electron transport	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-674695	RNA Polymerase II Pre-transcription Events	10	0.698482166911059	1	3	7	271	545	0.904379562043796
R-MMU-6781823	Formation of TC-NER Pre-Incision Complex	 5	0.867512956518751	1	1	4	273	548	0.602919708029197
R-MMU-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-6782135	Dual incision in TC-NER	 7	0.734756696027487	1	2	5	272	547	0.861313868613139
R-MMU-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	 6	0.911729095268888	1	1	5	273	547	0.502433090024331
R-MMU-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	12	0.0634381727960812	0.837370820617278	7	5	267	547	1.75851581508516
R-MMU-6794362	Protein-protein interactions at synapses	 6	0.646432262768068	1	2	4	272	548	1.00486618004866
